GCA_934882705.1,GCA_934882705.1.fna.gz
GCA_937990135.1,GCA_937990135.1.fna.gz
GCA_900240185.1,GCA_900240185.1.fna.gz
GCA_012641675.1,GCA_012641675.1.fna.gz
GCA_013820845.1,GCA_013820845.1.fna.gz
GCA_016756075.1,GCA_016756075.1.fna.gz
GCA_902168555.1,GCA_902168555.1.fna.gz
GCA_000739475.1,GCA_000739475.1.fna.gz
GCA_014679585.1,GCA_014679585.1.fna.gz
GCA_022815685.1,GCA_022815685.1.fna.gz
GCA_018440825.1,GCA_018440825.1.fna.gz
GCA_000339015.1,GCA_000339015.1.fna.gz
GCA_021228935.1,GCA_021228935.1.fna.gz
GCA_000167395.1,GCA_000167395.1.fna.gz
GCA_019048025.1,GCA_019048025.1.fna.gz
GCA_017298755.1,GCA_017298755.1.fna.gz
GCA_900118845.1,GCA_900118845.1.fna.gz
GCA_000709025.1,GCA_000709025.1.fna.gz
GCA_016727905.1,GCA_016727905.1.fna.gz
GCA_022370415.1,GCA_022370415.1.fna.gz
GCA_000007945.1,GCA_000007945.1.fna.gz
GCA_020149745.1,GCA_020149745.1.fna.gz
GCA_902388185.1,GCA_902388185.1.fna.gz
GCA_938046745.1,GCA_938046745.1.fna.gz
GCA_900447665.1,GCA_900447665.1.fna.gz
GCA_016603195.1,GCA_016603195.1.fna.gz
GCA_016603865.1,GCA_016603865.1.fna.gz
GCA_902387365.1,GCA_902387365.1.fna.gz
GCA_000270405.1,GCA_000270405.1.fna.gz
GCA_000604125.1,GCA_000604125.1.fna.gz
GCA_000021405.1,GCA_000021405.1.fna.gz
GCA_000169575.2,GCA_000169575.2.fna.gz
GCA_023712645.1,GCA_023712645.1.fna.gz
GCA_000019885.1,GCA_000019885.1.fna.gz
GCA_021560595.1,GCA_021560595.1.fna.gz
GCA_000959625.1,GCA_000959625.1.fna.gz
GCA_000831105.1,GCA_000831105.1.fna.gz
GCA_022353685.1,GCA_022353685.1.fna.gz
GCA_021398285.1,GCA_021398285.1.fna.gz
GCA_900478325.1,GCA_900478325.1.fna.gz
GCA_000835265.1,GCA_000835265.1.fna.gz
GCA_000359285.2,GCA_000359285.2.fna.gz
GCA_902386435.1,GCA_902386435.1.fna.gz
GCA_016774535.1,GCA_016774535.1.fna.gz
GCA_000359145.2,GCA_000359145.2.fna.gz
GCA_021398265.1,GCA_021398265.1.fna.gz
GCA_022354645.1,GCA_022354645.1.fna.gz
GCA_014211935.1,GCA_014211935.1.fna.gz
GCA_000965785.1,GCA_000965785.1.fna.gz
GCA_000755885.1,GCA_000755885.1.fna.gz
GCA_000020185.1,GCA_000020185.1.fna.gz
GCA_900635755.1,GCA_900635755.1.fna.gz
GCA_011801185.1,GCA_011801185.1.fna.gz
GCA_901542415.1,GCA_901542415.1.fna.gz
GCA_000168875.3,GCA_000168875.3.fna.gz
GCA_018887285.2,GCA_018887285.2.fna.gz
GCA_014142265.1,GCA_014142265.1.fna.gz
GCA_000831525.1,GCA_000831525.1.fna.gz
GCA_023205935.1,GCA_023205935.1.fna.gz
GCA_000385525.1,GCA_000385525.1.fna.gz
GCA_000166635.2,GCA_000166635.2.fna.gz
GCA_000410535.2,GCA_000410535.2.fna.gz
GCA_020906605.1,GCA_020906605.1.fna.gz
GCA_000270425.1,GCA_000270425.1.fna.gz
GCA_016603795.1,GCA_016603795.1.fna.gz
GCA_016603255.1,GCA_016603255.1.fna.gz
GCA_938041085.1,GCA_938041085.1.fna.gz
GCA_016894185.1,GCA_016894185.1.fna.gz
GCA_000829175.1,GCA_000829175.1.fna.gz
GCA_021183665.1,GCA_021183665.1.fna.gz
GCA_021065065.1,GCA_021065065.1.fna.gz
GCA_900118625.1,GCA_900118625.1.fna.gz
GCA_017298795.1,GCA_017298795.1.fna.gz
GCA_900111465.1,GCA_900111465.1.fna.gz
GCA_023278005.1,GCA_023278005.1.fna.gz
GCA_000263215.1,GCA_000263215.1.fna.gz
GCA_016881685.1,GCA_016881685.1.fna.gz
GCA_022815695.1,GCA_022815695.1.fna.gz
GCA_900538065.1,GCA_900538065.1.fna.gz
GCA_012396365.1,GCA_012396365.1.fna.gz
GCA_010731935.1,GCA_010731935.1.fna.gz
GCA_019047025.1,GCA_019047025.1.fna.gz
GCA_023078375.1,GCA_023078375.1.fna.gz
GCA_012396425.1,GCA_012396425.1.fna.gz
GCA_900087055.1,GCA_900087055.1.fna.gz
GCA_937880245.1,GCA_937880245.1.fna.gz
GCA_000497205.1,GCA_000497205.1.fna.gz
GCA_000420505.1,GCA_000420505.1.fna.gz
GCA_905371755.1,GCA_905371755.1.fna.gz
GCA_000613245.1,GCA_000613245.1.fna.gz
GCA_016127935.1,GCA_016127935.1.fna.gz
GCA_011801145.1,GCA_011801145.1.fna.gz
GCA_000757785.1,GCA_000757785.1.fna.gz
GCA_000758305.1,GCA_000758305.1.fna.gz
GCA_016861485.1,GCA_016861485.1.fna.gz
GCA_020731565.1,GCA_020731565.1.fna.gz
GCA_014203315.1,GCA_014203315.1.fna.gz
GCA_011801165.1,GCA_011801165.1.fna.gz
GCA_020731305.1,GCA_020731305.1.fna.gz
GCA_000969825.1,GCA_000969825.1.fna.gz
GCA_019930625.1,GCA_019930625.1.fna.gz
GCA_000615615.1,GCA_000615615.1.fna.gz
GCA_000341525.1,GCA_000341525.1.fna.gz
GCA_000379185.1,GCA_000379185.1.fna.gz
GCA_020735985.1,GCA_020735985.1.fna.gz
GCA_000705535.2,GCA_000705535.2.fna.gz
GCA_011801125.1,GCA_011801125.1.fna.gz
GCA_000504545.1,GCA_000504545.1.fna.gz
GCA_900683635.1,GCA_900683635.1.fna.gz
GCA_000248075.2,GCA_000248075.2.fna.gz
GCA_900450975.1,GCA_900450975.1.fna.gz
GCA_000280015.1,GCA_000280015.1.fna.gz
GCA_000278275.1,GCA_000278275.1.fna.gz
GCA_902825135.1,GCA_902825135.1.fna.gz
GCA_900454515.1,GCA_900454515.1.fna.gz
GCA_000278195.1,GCA_000278195.1.fna.gz
GCA_000273745.1,GCA_000273745.1.fna.gz
GCA_000284195.1,GCA_000284195.1.fna.gz
GCA_000243735.3,GCA_000243735.3.fna.gz
GCA_014844275.1,GCA_014844275.1.fna.gz
GCA_000613725.1,GCA_000613725.1.fna.gz
GCA_016725165.1,GCA_016725165.1.fna.gz
GCA_019930885.1,GCA_019930885.1.fna.gz
GCA_900478715.1,GCA_900478715.1.fna.gz
GCA_016726205.1,GCA_016726205.1.fna.gz
GCA_016726985.1,GCA_016726985.1.fna.gz
GCA_000266905.1,GCA_000266905.1.fna.gz
GCA_000297795.2,GCA_000297795.2.fna.gz
GCA_902388165.1,GCA_902388165.1.fna.gz
GCA_905373455.1,GCA_905373455.1.fna.gz
GCA_000283595.1,GCA_000283595.1.fna.gz
GCA_900176115.1,GCA_900176115.1.fna.gz
GCA_000252365.1,GCA_000252365.1.fna.gz
GCA_900475395.1,GCA_900475395.1.fna.gz
GCA_019243775.1,GCA_019243775.1.fna.gz
GCA_000328785.1,GCA_000328785.1.fna.gz
GCA_021044025.1,GCA_021044025.1.fna.gz
GCA_943184895.1,GCA_943184895.1.fna.gz
GCA_900086555.1,GCA_900086555.1.fna.gz
GCA_017873595.1,GCA_017873595.1.fna.gz
GCA_000518185.1,GCA_000518185.1.fna.gz
GCA_019048125.1,GCA_019048125.1.fna.gz
GCA_938021125.1,GCA_938021125.1.fna.gz
GCA_937922855.1,GCA_937922855.1.fna.gz
GCA_019930645.1,GCA_019930645.1.fna.gz
GCA_900476005.1,GCA_900476005.1.fna.gz
GCA_016128075.1,GCA_016128075.1.fna.gz
GCA_019930905.1,GCA_019930905.1.fna.gz
GCA_019048245.1,GCA_019048245.1.fna.gz
GCA_905372315.1,GCA_905372315.1.fna.gz
GCA_016127115.1,GCA_016127115.1.fna.gz
GCA_938046695.1,GCA_938046695.1.fna.gz
GCA_000024105.1,GCA_000024105.1.fna.gz
GCA_000085865.1,GCA_000085865.1.fna.gz
GCA_019930725.1,GCA_019930725.1.fna.gz
GCA_000613345.1,GCA_000613345.1.fna.gz
GCA_016026975.1,GCA_016026975.1.fna.gz
GCA_000613625.1,GCA_000613625.1.fna.gz
GCA_016127215.1,GCA_016127215.1.fna.gz
GCA_000188055.3,GCA_000188055.3.fna.gz
GCA_000024265.1,GCA_000024265.1.fna.gz
GCA_011064845.1,GCA_011064845.1.fna.gz
GCA_019930605.1,GCA_019930605.1.fna.gz
GCA_021029705.2,GCA_021029705.2.fna.gz
GCA_900478255.1,GCA_900478255.1.fna.gz
GCA_016725005.1,GCA_016725005.1.fna.gz
GCA_000701705.1,GCA_000701705.1.fna.gz
GCA_019047205.1,GCA_019047205.1.fna.gz
GCA_000017425.1,GCA_000017425.1.fna.gz
GCA_019973315.1,GCA_019973315.1.fna.gz
GCA_000455445.1,GCA_000455445.1.fna.gz
GCA_022869905.1,GCA_022869905.1.fna.gz
GCA_011605685.1,GCA_011605685.1.fna.gz
GCA_943908535.1,GCA_943908535.1.fna.gz
GCA_019048305.1,GCA_019048305.1.fna.gz
GCA_021165835.1,GCA_021165835.1.fna.gz
GCA_020097435.1,GCA_020097435.1.fna.gz
GCA_022870085.1,GCA_022870085.1.fna.gz
GCA_016127555.1,GCA_016127555.1.fna.gz
GCA_000092365.1,GCA_000092365.1.fna.gz
GCA_900683735.1,GCA_900683735.1.fna.gz
GCA_016728685.1,GCA_016728685.1.fna.gz
GCA_936930955.1,GCA_936930955.1.fna.gz
GCA_019930845.1,GCA_019930845.1.fna.gz
GCA_900636535.1,GCA_900636535.1.fna.gz
GCA_020736205.1,GCA_020736205.1.fna.gz
GCA_020097455.1,GCA_020097455.1.fna.gz
GCA_000349975.1,GCA_000349975.1.fna.gz
GCA_019047785.1,GCA_019047785.1.fna.gz
GCA_000701685.1,GCA_000701685.1.fna.gz
GCA_016127015.1,GCA_016127015.1.fna.gz
GCA_016889425.1,GCA_016889425.1.fna.gz
GCA_019048105.1,GCA_019048105.1.fna.gz
GCA_020271745.1,GCA_020271745.1.fna.gz
GCA_016026575.1,GCA_016026575.1.fna.gz
GCA_020097375.1,GCA_020097375.1.fna.gz
GCA_900454605.1,GCA_900454605.1.fna.gz
GCA_000613705.1,GCA_000613705.1.fna.gz
GCA_020735645.1,GCA_020735645.1.fna.gz
GCA_000026225.1,GCA_000026225.1.fna.gz
GCA_021183685.1,GCA_021183685.1.fna.gz
GCA_016127975.1,GCA_016127975.1.fna.gz
GCA_014201705.1,GCA_014201705.1.fna.gz
GCA_023278525.1,GCA_023278525.1.fna.gz
GCA_900187115.1,GCA_900187115.1.fna.gz
GCA_013282745.1,GCA_013282745.1.fna.gz
GCA_000008045.1,GCA_000008045.1.fna.gz
GCA_000283855.1,GCA_000283855.1.fna.gz
GCA_020736225.1,GCA_020736225.1.fna.gz
GCA_000014285.2,GCA_000014285.2.fna.gz
GCA_000014125.1,GCA_000014125.1.fna.gz
GCA_000014805.1,GCA_000014805.1.fna.gz
GCA_019930785.1,GCA_019930785.1.fna.gz
GCA_019930685.1,GCA_019930685.1.fna.gz
GCA_000069185.1,GCA_000069185.1.fna.gz
GCA_000010125.1,GCA_000010125.1.fna.gz
GCA_020735945.1,GCA_020735945.1.fna.gz
GCA_000060285.1,GCA_000060285.1.fna.gz
GCA_015697685.1,GCA_015697685.1.fna.gz
GCA_900187195.1,GCA_900187195.1.fna.gz
GCA_900476075.1,GCA_900476075.1.fna.gz
GCA_019047105.1,GCA_019047105.1.fna.gz
GCA_000012825.1,GCA_000012825.1.fna.gz
GCA_000014345.1,GCA_000014345.1.fna.gz
GCA_900636985.1,GCA_900636985.1.fna.gz
GCA_017116025.1,GCA_017116025.1.fna.gz
GCA_016726265.1,GCA_016726265.1.fna.gz
GCA_020099355.1,GCA_020099355.1.fna.gz
GCA_000007705.1,GCA_000007705.1.fna.gz
GCA_017654245.1,GCA_017654245.1.fna.gz
GCA_000756045.1,GCA_000756045.1.fna.gz
GCA_000196015.1,GCA_000196015.1.fna.gz
GCA_017363655.2,GCA_017363655.2.fna.gz
GCA_020736265.1,GCA_020736265.1.fna.gz
GCA_020735925.1,GCA_020735925.1.fna.gz
GCA_016726305.1,GCA_016726305.1.fna.gz
GCA_900637905.1,GCA_900637905.1.fna.gz
GCA_902373695.1,GCA_902373695.1.fna.gz
GCA_000740415.1,GCA_000740415.1.fna.gz
GCA_016127635.1,GCA_016127635.1.fna.gz
GCA_000833455.1,GCA_000833455.1.fna.gz
GCA_000754275.1,GCA_000754275.1.fna.gz
GCA_000833375.1,GCA_000833375.1.fna.gz
GCA_000195855.1,GCA_000195855.1.fna.gz
GCA_000162575.1,GCA_000162575.1.fna.gz
GCA_013282785.1,GCA_013282785.1.fna.gz
GCA_900087635.2,GCA_900087635.2.fna.gz
GCA_019048645.1,GCA_019048645.1.fna.gz
GCA_000191925.1,GCA_000191925.1.fna.gz
GCA_022869665.1,GCA_022869665.1.fna.gz
GCA_000959545.1,GCA_000959545.1.fna.gz
GCA_000223195.1,GCA_000223195.1.fna.gz
GCA_000740335.1,GCA_000740335.1.fna.gz
GCA_000017605.1,GCA_000017605.1.fna.gz
GCA_000367405.1,GCA_000367405.1.fna.gz
GCA_000017405.1,GCA_000017405.1.fna.gz
GCA_000959525.1,GCA_000959525.1.fna.gz
GCA_900327275.1,GCA_900327275.1.fna.gz
GCA_000012385.1,GCA_000012385.1.fna.gz
GCA_016127415.1,GCA_016127415.1.fna.gz
GCA_019047825.1,GCA_019047825.1.fna.gz
GCA_000015445.1,GCA_000015445.1.fna.gz
GCA_000740135.1,GCA_000740135.1.fna.gz
GCA_900636435.1,GCA_900636435.1.fna.gz
GCA_022374915.3,GCA_022374915.3.fna.gz
GCA_016726285.1,GCA_016726285.1.fna.gz
GCA_000013145.1,GCA_000013145.1.fna.gz
GCA_000011705.1,GCA_000011705.1.fna.gz
GCA_000292405.1,GCA_000292405.1.fna.gz
GCA_000012125.1,GCA_000012125.1.fna.gz
GCA_020736045.1,GCA_020736045.1.fna.gz
GCA_000277735.2,GCA_000277735.2.fna.gz
GCA_000007485.1,GCA_000007485.1.fna.gz
GCA_016027375.1,GCA_016027375.1.fna.gz
GCA_016028495.1,GCA_016028495.1.fna.gz
GCA_000834235.1,GCA_000834235.1.fna.gz
GCA_000007825.1,GCA_000007825.1.fna.gz
GCA_000013285.1,GCA_000013285.1.fna.gz
GCA_000359265.2,GCA_000359265.2.fna.gz
GCA_018604225.1,GCA_018604225.1.fna.gz
GCA_017901095.1,GCA_017901095.1.fna.gz
GCA_022869645.1,GCA_022869645.1.fna.gz
GCA_000742895.1,GCA_000742895.1.fna.gz
GCA_022354705.1,GCA_022354705.1.fna.gz
GCA_020911985.1,GCA_020911985.1.fna.gz
GCA_020097275.1,GCA_020097275.1.fna.gz
GCA_022354065.1,GCA_022354065.1.fna.gz
GCA_000292485.1,GCA_000292485.1.fna.gz
GCA_000770565.1,GCA_000770565.1.fna.gz
GCA_939576165.1,GCA_939576165.1.fna.gz
GCA_000785515.1,GCA_000785515.1.fna.gz
GCA_000740155.1,GCA_000740155.1.fna.gz
GCA_000148585.3,GCA_000148585.3.fna.gz
GCA_015238635.1,GCA_015238635.1.fna.gz
GCA_016027775.1,GCA_016027775.1.fna.gz
GCA_016027435.1,GCA_016027435.1.fna.gz
GCA_000012365.1,GCA_000012365.1.fna.gz
GCA_000195735.1,GCA_000195735.1.fna.gz
GCA_016128015.1,GCA_016128015.1.fna.gz
GCA_000008685.2,GCA_000008685.2.fna.gz
GCA_000203915.1,GCA_000203915.1.fna.gz
GCA_000740235.1,GCA_000740235.1.fna.gz
GCA_022869705.1,GCA_022869705.1.fna.gz
GCA_900475095.1,GCA_900475095.1.fna.gz
GCA_000173715.1,GCA_000173715.1.fna.gz
GCA_000014645.1,GCA_000014645.1.fna.gz
GCA_000833255.1,GCA_000833255.1.fna.gz
GCA_016727345.1,GCA_016727345.1.fna.gz
GCA_918258265.1,GCA_918258265.1.fna.gz
GCA_000317935.1,GCA_000317935.1.fna.gz
GCA_000306945.1,GCA_000306945.1.fna.gz
GCA_000263815.1,GCA_000263815.1.fna.gz
GCA_022370375.1,GCA_022370375.1.fna.gz
GCA_000143945.1,GCA_000143945.1.fna.gz
GCA_901472495.1,GCA_901472495.1.fna.gz
GCA_013177705.1,GCA_013177705.1.fna.gz
GCA_013487825.1,GCA_013487825.1.fna.gz
GCA_900475345.1,GCA_900475345.1.fna.gz
GCA_910578025.1,GCA_910578025.1.fna.gz
GCA_017299435.1,GCA_017299435.1.fna.gz
GCA_016888985.1,GCA_016888985.1.fna.gz
GCA_000959445.1,GCA_000959445.1.fna.gz
GCA_013372185.1,GCA_013372185.1.fna.gz
GCA_016191565.1,GCA_016191565.1.fna.gz
GCA_013376815.1,GCA_013376815.1.fna.gz
GCA_000012845.1,GCA_000012845.1.fna.gz
GCA_000497265.2,GCA_000497265.2.fna.gz
GCA_020736245.1,GCA_020736245.1.fna.gz
GCA_000768585.1,GCA_000768585.1.fna.gz
GCA_902381815.1,GCA_902381815.1.fna.gz
GCA_020735625.1,GCA_020735625.1.fna.gz
GCA_000277305.1,GCA_000277305.1.fna.gz
GCA_000167975.1,GCA_000167975.1.fna.gz
GCA_000014025.1,GCA_000014025.1.fna.gz
GCA_000069945.1,GCA_000069945.1.fna.gz
GCA_902386745.1,GCA_902386745.1.fna.gz
GCA_021183705.1,GCA_021183705.1.fna.gz
GCA_900478265.1,GCA_900478265.1.fna.gz
GCA_000381525.1,GCA_000381525.1.fna.gz
GCA_937891745.1,GCA_937891745.1.fna.gz
GCA_019297775.1,GCA_019297775.1.fna.gz
GCA_900638255.1,GCA_900638255.1.fna.gz
GCA_016127615.1,GCA_016127615.1.fna.gz
GCA_016894265.1,GCA_016894265.1.fna.gz
GCA_000204335.2,GCA_000204335.2.fna.gz
GCA_900637755.1,GCA_900637755.1.fna.gz
GCA_902381705.1,GCA_902381705.1.fna.gz
GCA_900573985.1,GCA_900573985.1.fna.gz
GCA_016766875.1,GCA_016766875.1.fna.gz
GCA_016728705.1,GCA_016728705.1.fna.gz
GCA_000812225.1,GCA_000812225.1.fna.gz
GCA_021165855.1,GCA_021165855.1.fna.gz
GCA_011605625.1,GCA_011605625.1.fna.gz
GCA_021249365.1,GCA_021249365.1.fna.gz
GCA_000613765.1,GCA_000613765.1.fna.gz
GCA_902374275.1,GCA_902374275.1.fna.gz
GCA_021029855.2,GCA_021029855.2.fna.gz
GCA_945882915.1,GCA_945882915.1.fna.gz
GCA_905372505.1,GCA_905372505.1.fna.gz
GCA_013798115.1,GCA_013798115.1.fna.gz
GCA_938010375.1,GCA_938010375.1.fna.gz
GCA_938034265.1,GCA_938034265.1.fna.gz
GCA_000614105.1,GCA_000614105.1.fna.gz
GCA_016901195.1,GCA_016901195.1.fna.gz
GCA_900637765.1,GCA_900637765.1.fna.gz
GCA_938020355.1,GCA_938020355.1.fna.gz
GCA_000385925.1,GCA_000385925.1.fna.gz
GCA_016126815.2,GCA_016126815.2.fna.gz
GCA_905372935.1,GCA_905372935.1.fna.gz
GCA_000215745.1,GCA_000215745.1.fna.gz
GCA_016727365.1,GCA_016727365.1.fna.gz
GCA_000969835.1,GCA_000969835.1.fna.gz
GCA_000445035.1,GCA_000445035.1.fna.gz
GCA_000284055.1,GCA_000284055.1.fna.gz
GCA_000224275.2,GCA_000224275.2.fna.gz
GCA_021397715.1,GCA_021397715.1.fna.gz
GCA_000328825.1,GCA_000328825.1.fna.gz
GCA_000271405.2,GCA_000271405.2.fna.gz
GCA_943912975.1,GCA_943912975.1.fna.gz
GCA_000230275.1,GCA_000230275.1.fna.gz
GCA_016727005.1,GCA_016727005.1.fna.gz
GCA_900475065.1,GCA_900475065.1.fna.gz
GCA_905372045.1,GCA_905372045.1.fna.gz
GCA_900445685.1,GCA_900445685.1.fna.gz
GCA_000518165.1,GCA_000518165.1.fna.gz
GCA_902825115.1,GCA_902825115.1.fna.gz
GCA_902728125.1,GCA_902728125.1.fna.gz
GCA_000759795.1,GCA_000759795.1.fna.gz
GCA_000613565.1,GCA_000613565.1.fna.gz
GCA_938045635.1,GCA_938045635.1.fna.gz
GCA_943913665.1,GCA_943913665.1.fna.gz
GCA_902499165.1,GCA_902499165.1.fna.gz
GCA_016766895.1,GCA_016766895.1.fna.gz
GCA_000953675.1,GCA_000953675.1.fna.gz
GCA_019702905.1,GCA_019702905.1.fna.gz
GCA_934793195.1,GCA_934793195.1.fna.gz
GCA_000613985.1,GCA_000613985.1.fna.gz
GCA_000341225.1,GCA_000341225.1.fna.gz
GCA_016728625.1,GCA_016728625.1.fna.gz
GCA_900455515.1,GCA_900455515.1.fna.gz
GCA_021183605.1,GCA_021183605.1.fna.gz
GCA_000308635.1,GCA_000308635.1.fna.gz
GCA_000757825.1,GCA_000757825.1.fna.gz
GCA_900105345.1,GCA_900105345.1.fna.gz
GCA_902387975.1,GCA_902387975.1.fna.gz
GCA_000760595.1,GCA_000760595.1.fna.gz
GCA_020450285.1,GCA_020450285.1.fna.gz
GCA_938046265.1,GCA_938046265.1.fna.gz
GCA_943912895.1,GCA_943912895.1.fna.gz
GCA_937920695.1,GCA_937920695.1.fna.gz
GCA_000455325.1,GCA_000455325.1.fna.gz
GCA_000518125.1,GCA_000518125.1.fna.gz
GCA_013742615.1,GCA_013742615.1.fna.gz
GCA_000285915.1,GCA_000285915.1.fna.gz
GCA_900128955.1,GCA_900128955.1.fna.gz
GCA_017169525.1,GCA_017169525.1.fna.gz
GCA_900100915.1,GCA_900100915.1.fna.gz
GCA_016756035.1,GCA_016756035.1.fna.gz
GCA_000470335.1,GCA_000470335.1.fna.gz
GCA_000759735.1,GCA_000759735.1.fna.gz
GCA_902500575.1,GCA_902500575.1.fna.gz
GCA_000972275.1,GCA_000972275.1.fna.gz
GCA_916049655.1,GCA_916049655.1.fna.gz
GCA_011421555.1,GCA_011421555.1.fna.gz
GCA_014225475.1,GCA_014225475.1.fna.gz
GCA_023151495.1,GCA_023151495.1.fna.gz
GCA_022486265.1,GCA_022486265.1.fna.gz
GCA_015275635.1,GCA_015275635.1.fna.gz
GCA_945869355.1,GCA_945869355.1.fna.gz
GCA_000273565.1,GCA_000273565.1.fna.gz
GCA_902833805.1,GCA_902833805.1.fna.gz
GCA_021043935.1,GCA_021043935.1.fna.gz
GCA_019838495.1,GCA_019838495.1.fna.gz
GCA_019272035.1,GCA_019272035.1.fna.gz
GCA_016767015.1,GCA_016767015.1.fna.gz
GCA_900638415.1,GCA_900638415.1.fna.gz
GCA_903992725.1,GCA_903992725.1.fna.gz
GCA_000008005.1,GCA_000008005.1.fna.gz
GCA_016889165.1,GCA_016889165.1.fna.gz
GCA_000832865.1,GCA_000832865.1.fna.gz
GCA_902506725.1,GCA_902506725.1.fna.gz
GCA_013177415.1,GCA_013177415.1.fna.gz
GCA_900475745.1,GCA_900475745.1.fna.gz
GCA_902830505.1,GCA_902830505.1.fna.gz
GCA_016767035.1,GCA_016767035.1.fna.gz
GCA_019272055.1,GCA_019272055.1.fna.gz
GCA_019838605.1,GCA_019838605.1.fna.gz
GCA_021044375.1,GCA_021044375.1.fna.gz
GCA_902833885.1,GCA_902833885.1.fna.gz
GCA_900087735.2,GCA_900087735.2.fna.gz
GCA_900639565.1,GCA_900639565.1.fna.gz
GCA_022486125.1,GCA_022486125.1.fna.gz
GCA_017151325.1,GCA_017151325.1.fna.gz
GCA_902500595.1,GCA_902500595.1.fna.gz
GCA_000312465.1,GCA_000312465.1.fna.gz
GCA_934834395.1,GCA_934834395.1.fna.gz
GCA_013744415.1,GCA_013744415.1.fna.gz
GCA_901202955.1,GCA_901202955.1.fna.gz
GCA_000524075.1,GCA_000524075.1.fna.gz
GCA_000271285.1,GCA_000271285.1.fna.gz
GCA_013629235.1,GCA_013629235.1.fna.gz
GCA_000470575.1,GCA_000470575.1.fna.gz
GCA_905115085.1,GCA_905115085.1.fna.gz
GCA_934841705.1,GCA_934841705.1.fna.gz
GCA_000734905.1,GCA_000734905.1.fna.gz
GCA_015275975.1,GCA_015275975.1.fna.gz
GCA_022485765.1,GCA_022485765.1.fna.gz
GCA_000414945.1,GCA_000414945.1.fna.gz
GCA_905332765.1,GCA_905332765.1.fna.gz
GCA_021044125.1,GCA_021044125.1.fna.gz
GCA_019838585.1,GCA_019838585.1.fna.gz
GCA_019272075.1,GCA_019272075.1.fna.gz
GCA_000268185.1,GCA_000268185.1.fna.gz
GCA_902830605.1,GCA_902830605.1.fna.gz
GCA_000348825.1,GCA_000348825.1.fna.gz
GCA_000404245.1,GCA_000404245.1.fna.gz
GCA_022570435.1,GCA_022570435.1.fna.gz
GCA_000583105.1,GCA_000583105.1.fna.gz
GCA_000191485.1,GCA_000191485.1.fna.gz
GCA_902509475.1,GCA_902509475.1.fna.gz
GCA_000833045.1,GCA_000833045.1.fna.gz
GCA_000191505.1,GCA_000191505.1.fna.gz
GCA_013349185.1,GCA_013349185.1.fna.gz
GCA_000347615.1,GCA_000347615.1.fna.gz
GCA_000348845.1,GCA_000348845.1.fna.gz
GCA_000757035.2,GCA_000757035.2.fna.gz
GCA_905071895.1,GCA_905071895.1.fna.gz
GCA_000009205.2,GCA_000009205.2.fna.gz
GCA_019272095.1,GCA_019272095.1.fna.gz
GCA_021044465.1,GCA_021044465.1.fna.gz
GCA_904851385.1,GCA_904851385.1.fna.gz
GCA_019807975.1,GCA_019807975.1.fna.gz
GCA_000157295.1,GCA_000157295.1.fna.gz
GCA_015276875.1,GCA_015276875.1.fna.gz
GCA_915063235.1,GCA_915063235.1.fna.gz
GCA_902500815.1,GCA_902500815.1.fna.gz
GCA_014103715.1,GCA_014103715.1.fna.gz
GCA_927910935.1,GCA_927910935.1.fna.gz
GCA_000470635.1,GCA_000470635.1.fna.gz
GCA_013282845.1,GCA_013282845.1.fna.gz
GCA_000270765.1,GCA_000270765.1.fna.gz
GCA_015208225.1,GCA_015208225.1.fna.gz
GCA_901556995.1,GCA_901556995.1.fna.gz
GCA_900157025.1,GCA_900157025.1.fna.gz
GCA_015208285.1,GCA_015208285.1.fna.gz
GCA_022508165.1,GCA_022508165.1.fna.gz
GCA_019971975.1,GCA_019971975.1.fna.gz
GCA_013726395.1,GCA_013726395.1.fna.gz
GCA_000477375.1,GCA_000477375.1.fna.gz
GCA_900446885.1,GCA_900446885.1.fna.gz
GCA_905199335.1,GCA_905199335.1.fna.gz
GCA_900006735.1,GCA_900006735.1.fna.gz
GCA_014104615.1,GCA_014104615.1.fna.gz
GCA_905370335.1,GCA_905370335.1.fna.gz
GCA_000376645.1,GCA_000376645.1.fna.gz
GCA_018440865.1,GCA_018440865.1.fna.gz
GCA_000157215.1,GCA_000157215.1.fna.gz
GCA_900087725.2,GCA_900087725.2.fna.gz
GCA_900639445.1,GCA_900639445.1.fna.gz
GCA_021043705.1,GCA_021043705.1.fna.gz
GCA_016990015.1,GCA_016990015.1.fna.gz
GCA_019272155.1,GCA_019272155.1.fna.gz
GCA_000959265.1,GCA_000959265.1.fna.gz
GCA_000969805.1,GCA_000969805.1.fna.gz
GCA_013349165.1,GCA_013349165.1.fna.gz
GCA_000191525.1,GCA_000191525.1.fna.gz
GCA_902506665.1,GCA_902506665.1.fna.gz
GCA_000438725.2,GCA_000438725.2.fna.gz
GCA_000011625.1,GCA_000011625.1.fna.gz
GCA_012225065.1,GCA_012225065.1.fna.gz
GCA_000022505.1,GCA_000022505.1.fna.gz
GCA_000438745.2,GCA_000438745.2.fna.gz
GCA_903992685.1,GCA_903992685.1.fna.gz
GCA_000152165.1,GCA_000152165.1.fna.gz
GCA_012273335.1,GCA_012273335.1.fna.gz
GCA_900457205.1,GCA_900457205.1.fna.gz
GCA_020252145.1,GCA_020252145.1.fna.gz
GCA_000318665.1,GCA_000318665.1.fna.gz
