#assembly_accession,organism_name
GCA_027604085.1,Chytriomyces hyalinus
GCA_022577695.1,Wickerhamiella spandovensis
GCA_022577775.1,Wickerhamiella vanderwaltii
GCA_024516215.1,Geopyxis carbonaria
GCA_030557505.1,[Candida] maris
GCA_030570755.1,[Candida] methanosorbosa
GCA_003706165.3,Ogataea kodamae
GCA_003706235.2,Ogataea naganishii
GCA_003707645.2,Ogataea trehalophila
GCA_001901625.1,Venturia effusa
GCA_010094095.1,Ampelomyces quisqualis
GCA_016748015.1,Geosiphon pyriformis
GCA_004355085.1,Rickenella mellea
GCA_030347475.1,Cadophora gregata
GCA_029959215.1,Tricholoma bakamatsutake
GCA_001414455.1,Hymenoscyphus fructigenus
GCA_016806755.1,Trichoderma reesei
GCA_001887975.1,Spraguea lophii
GCA_024244195.1,Ascosphaera aggregata
GCA_024244165.1,Ascosphaera acerosa
GCA_024244595.1,Ascosphaera atra
GCA_024244615.1,Ascosphaera pollenicola
GCA_001008105.1,Atkinsonella texensis
GCA_030568135.1,Vanderwaltozyma yarrowii
GCA_003705805.3,Kluyveromyces dobzhanskii
GCA_030570895.1,Nakaseomyces delphensis
GCA_030564205.1,Kluyveromyces wickerhamii
GCA_030573655.1,Nakaseomyces bacillisporus
GCA_003012115.1,Trichothecium sympodiale
GCA_031125765.1,Saccharomycopsis amapae
GCA_030556345.1,Nakaseomyces castellii
GCA_020313495.2,Kazachstania humilis
GCA_030574755.1,[Candida] silvicultrix
GCA_900465365.1,[Candida] vartiovaarae
GCA_030568425.1,Ambrosiozyma llanquihuensis
GCA_030557475.1,[Candida] nanaspora
GCA_030557705.1,[Candida] odintsovae
GCA_030570775.1,Ogataea pignaliae
GCA_030556525.1,[Candida] quercuum
GCA_030462955.1,[Candida] solani
GCA_030567855.1,[Candida] sonorensis
GCA_001599255.1,[Candida] succiphila
GCA_030579835.1,Tortispora caseinolytica
GCA_030567775.1,[Candida] nemodendra
GCA_030556425.1,[Candida] ovalis
GCA_030567935.1,[Candida] pini
GCA_025531545.1,[Candida] inconspicua
GCA_030569595.1,[Candida] pseudolambica
GCA_003707315.2,Saturnispora silvae
GCA_030574095.1,Metahyphopichia silvanorum
GCA_013177575.1,Candida sojae
GCA_003706895.1,Kurtzmaniella fragi
GCA_030705115.1,[Candida] pseudoglaebosa
GCA_030570435.1,[Candida] ethanolica
GCA_000798715.1,Erysiphe necator
GCA_022814155.1,Peltigera leucophlebia
GCA_020027095.1,Pyrenophora teres
GCA_031125555.1,Saccharomycopsis fermentans
GCA_003705185.2,Ambrosiozyma ambrosiae
GCA_013387355.1,Torulaspora franciscae
GCA_030557155.1,Cyberlindnera amylophila
GCA_030567115.1,Cyberlindnera euphorbiae
GCA_030556625.1,Cyberlindnera euphorbiiphila
GCA_030557175.1,Cyberlindnera japonica
GCA_030462915.1,Cyberlindnera meyerae
GCA_030569395.1,Cyberlindnera rhodanensis
GCA_030563065.1,Cyberlindnera veronae
GCA_030574595.1,Wickerhamomyces chambardii
GCA_030574715.1,Wickerhamomyces strasburgensis
GCA_030581715.1,Cyberlindnera mississippiensis
GCA_030582435.1,Wickerhamomyces onychis
GCA_030573755.1,Starmera amethionina
GCA_030565045.1,Starmera caribaea
GCA_003706705.3,Barnettozyma populi
GCA_030579675.1,Starmera quercuum
GCA_003707945.3,Wickerhamomyces bovis
GCA_030567475.1,Ambrosiozyma angophorae
GCA_003706205.2,Ogataea methylovora
GCA_003339355.1,Pichia fermentans
GCA_030570355.1,Pichia nakasei
GCA_030563965.1,Pichia cactophila
GCA_030580035.1,Pichia pseudocactophila
GCA_030579495.1,Pichia heedii
GCA_030570135.1,Pichia deserticola
GCA_030570535.1,Starmera pachycereana
GCA_030567375.1,Hanseniaspora valbyensis
GCA_030563525.1,Nadsonia commutata
GCA_003706255.2,Ogataea nonfermentans
GCA_030579415.1,Pichia eremophila
GCA_030565065.1,Pichia cephalocereana
GCA_003707195.2,Phaffomyces antillensis
GCA_003707215.2,Phaffomyces thermotolerans
GCA_029532465.1,Lipomyces tetrasporus
GCA_030561065.1,Sporopachydermia cereana
GCA_030579615.1,Sporopachydermia quercuum
GCA_030579815.1,Sugiyamaella smithiae
GCA_030564125.1,Myxozyma lipomycoides
GCA_030571195.1,Myxozyma geophila
GCA_030568365.1,Myxozyma kluyveri
GCA_030705025.1,Myxozyma udenii
GCA_030556335.1,Myxozyma vanderwaltii
GCA_030568405.1,Myxozyma monticola
GCA_030568295.1,Myxozyma neotropica
GCA_018344475.1,[Candida] silvatica
GCA_003707165.2,Phaffomyces opuntiae
GCA_030572095.1,Ascoidea rubescens
GCA_030555715.1,Alloascoidea hylecoeti
GCA_030571165.1,Myxozyma melibiosi
GCA_003706875.2,Pichia terricola
GCA_023629695.1,Pichia occidentalis
GCA_030560845.1,Pichia scutulata
GCA_004786275.1,Botryotinia convoluta
GCA_000812895.1,Rutstroemia sydowiana
GCA_003502015.1,Parastagonospora avenae f. sp. tritici
GCA_000800745.1,Diaporthe longicolla
GCA_011064635.1,Botryosphaeria dothidea
GCA_018991875.1,Phyllosticta citricarpa
GCA_001265065.1,Malassezia furfur
GCA_023658475.1,Epichloe elymi
GCA_006112555.1,Tuber indicum
GCA_022385825.1,Amylostereum chailletii
GCA_021525775.1,Lactarius deliciosus
GCA_000785685.1,Uromyces viciae-fabae
GCA_023014305.1,Lepiota subincarnata
GCA_027627405.1,Leucocoprinus birnbaumii
GCA_003316025.1,Coprinus comatus
GCA_018524465.1,Podaxis pistillaris
GCA_004919775.1,Hanseniaspora guilliermondii
GCA_001747045.1,Hanseniaspora osmophila
GCA_004919945.1,Hanseniaspora vineae
GCA_019649525.1,Hanseniaspora lindneri
GCA_003708425.3,Kazachstania rosinii
GCA_030580055.1,Starmera stellimalicola
GCA_025134825.1,Galactomyces citri-aurantii
GCA_008065255.1,Metschnikowia agaves
GCA_003707585.2,Lipomyces arxii
GCA_900068965.1,Calocybe gambosa
GCA_030674245.1,Kazachstania piceae
GCA_015956445.1,Thelephora terrestris
GCA_002762355.2,Puccinia graminis f. sp. tritici
GCA_012600195.1,Fusarium cerealis
GCA_019425555.1,Fusarium venenatum
GCA_013184315.1,Fusarium kyushuense
GCA_013759035.1,Neonectria galligena
GCA_013396035.1,Fusarium pseudocircinatum
GCA_003705895.2,Lipomyces japonicus
GCA_030564805.1,Lipomyces spencermartinsiae
GCA_003705845.3,Lipomyces mesembrius
GCA_004367475.1,Fusarium camptoceras
GCA_013623525.1,Fusarium dimerum
GCA_013623625.1,Fusarium setosum
GCA_017140175.1,Fusarium staphyleae
GCA_014822085.1,Fusarium stilboides
GCA_019137265.1,Neonectria coccinea
GCA_014899095.1,Fusarium buxicola
GCA_027627305.1,Fusarium decemcellulare
GCA_003314235.1,Cantharellus cinnabarinus
GCA_019455665.1,Phyllactinia moricola
GCA_019455505.1,Pleochaeta shiraiana
GCA_001600275.1,Cutaneotrichosporon curvatum
GCA_022560085.1,Helminthosporium solani
GCA_019022815.1,Rhizopus microsporus
GCA_004354395.1,Chondrostereum purpureum
GCA_003708665.2,Debaryomyces fabryi
GCA_030571435.1,Myxozyma mucilagina
GCA_003707995.1,Yueomyces sinensis
GCA_030564945.1,Saturnispora ahearnii
GCA_030579535.1,Saturnispora saitoi
GCA_003705435.2,Saturnispora zaruensis
GCA_030463015.1,Geotrichum citri-aurantii
GCA_024399295.1,Encephalitozoon intestinalis
GCA_003025115.1,Trichoderma citrinoviride
GCA_028455995.1,Scleromitrula shiraiana
GCA_001599655.1,Golubevia pallescens
GCA_003144115.1,Tilletiopsis washingtonensis
GCA_023653575.1,Corynespora cassiicola
GCA_001702945.1,Fusarium oxysporum f. sp. lycopersici
GCA_028828185.1,Penicillium viridicatum
GCA_013466175.1,Penicillium polonicum
GCA_000970515.2,Penicillium verrucosum
GCA_000952775.2,Penicillium solitum
GCA_920106075.1,Penicillium nalgiovense
GCA_025677815.1,Phascolomyces articulosus
GCA_023703485.1,Diaporthe caulivora
GCA_014065205.1,Tuber brumale
GCA_910592135.1,Racocetra fulgida
GCA_002938945.1,Monilinia laxa
GCA_029299165.1,Ophiostoma himal-ulmi
GCA_002162555.1,Monilinia aucupariae
GCA_017357885.1,Monilinia vaccinii-corymbosi
GCA_910393935.1,Fusarium equiseti
GCA_903064755.1,Kazachstania barnettii
GCA_032248835.1,Ophiostoma piceae
GCA_020744515.1,Fusarium tricinctum
GCA_001696625.1,Fusarium oxysporum f. sp. cubense
GCA_001703305.1,Fusarium oxysporum f. sp. melonis
GCA_025176785.1,Fusarium oxysporum f. sp. passiflorae
GCA_025216405.1,Fusarium oxysporum f. sp. vasinfectum
GCA_002104995.1,Linderina pennispora
GCA_027575665.1,Kickxella alabastrina
GCA_025201845.1,Martensiomyces pterosporus
GCA_009193585.1,Aspergillus caelatus
GCA_003086725.1,Furculomyces boomerangus
GCA_030247865.1,Coniosporium apollinis
GCA_024516245.1,Peziza echinospora
GCA_900080695.1,Ophiocordyceps bispora
GCA_018360365.1,Claviceps citrina
GCA_018467035.1,Scorias spongiosa
GCA_001757345.1,Fusarium oxysporum f. sp. ciceris
GCA_927323605.2,Blumeria graminis f. sp. tritici
GCA_003611235.1,Golovinomyces cichoracearum
GCA_006912115.1,Golovinomyces magnicellulatus
GCA_030378345.1,Podosphaera fusca
GCA_009192285.1,Morchella crassipes
GCA_030998015.1,Ceratorhiza oryzae-sativae
GCA_022984875.1,Hypoxylon fragiforme
GCA_026210745.1,Exobasidium rhododendri
GCA_900208305.1,Melanopsichium pennsylvanicum
GCA_023212695.1,Sporisorium sorghi
GCA_001676635.1,Ustilago cynodontis
GCA_026259265.1,Microsporum canis
GCA_014839955.1,Trichophyton simii
GCA_019297715.1,Trichoderma atroviride
GCA_028828985.1,Penicillium chermesinum
GCA_028827525.1,Penicillium daleae
GCA_002236515.2,Dothistroma septosporum
GCA_030407065.1,Armillaria nabsnona
GCA_030580095.1,Trichomonascus petasosporus
GCA_003707735.2,[Candida] freyschussii
GCA_011763645.1,Rhizopus arrhizus
GCA_027604705.1,Allomyces arbusculus
GCA_027604645.1,Allomyces javanicus
GCA_025349905.2,Blastocladiella britannica
GCA_025449115.1,Chytridium lagenaria
GCA_002214945.1,Rhizophlyctis rosea
GCA_015847185.1,Mortierella alpina
GCA_016097865.1,Linnemannia gamsii
GCA_016097945.1,Podila humilis
GCA_019671135.1,Linnemannia hyalina
GCA_016098005.1,Podila minutissima
GCA_015502505.1,Linnemannia schmuckeri
GCA_015847225.1,Lobosporangium transversale
GCA_025331425.1,Radiomyces spectabilis
GCA_013376435.1,Agrocybe cylindracea
GCA_020740775.1,Ilyonectria destructans
GCA_025766325.1,Benjaminiella poitrasii
GCA_025528875.1,Mycotypha africana
GCA_002583695.1,Pleurotus salmoneostramineus
GCA_009935795.1,Pholiota adiposa
GCA_025716855.1,Pilaira anomala
GCA_026027325.1,Actinomucor elegans
GCA_016758985.1,Mucor saturninus
GCA_025766255.1,Zychaea mexicana
GCA_024343405.1,Tremella fuciformis
GCA_015584075.1,Lepista nuda
GCA_001950495.1,Lyophyllum decastes
GCA_030575275.1,Saccharomycopsis microspora
GCA_030560915.1,Pichia sp. NRRL Y-12824
GCA_030564565.1,Pichia sp. NRRL Y-12830
GCA_003708355.3,Cyberlindnera maclurae
GCA_030567175.1,Cyberlindnera lachancei
GCA_030556025.1,Pichia sp. NRRL YB-4149
GCA_032629725.1,Gremmenia infestans
GCA_023085605.1,Diplodia sapinea
GCA_900232065.1,Meyerozyma caribbica
GCA_001513895.1,Graphilbum fragrans
GCA_023014435.1,Amanita fuliginea
GCA_032173475.1,Amanita phalloides
GCA_003316615.1,Amanita pseudoporphyria
GCA_020011035.1,Amanita subjunquillea
GCA_027478575.1,Spiromyces aspiralis
GCA_028532985.1,Stropharia rugosoannulata
GCA_025093545.1,Calvatia gigantea
GCA_004379715.1,Crucibulum laeve
GCA_025738555.1,Cyathus striatus
GCA_029372045.1,Scleroderma citrinum
GCA_900188575.1,Geosmithia putterillii
GCA_023624575.1,Penicillium paneum
GCA_027569445.1,Penicillium simplicissimum
GCA_000943765.1,Penicillium capsulatum
GCA_027569385.1,Penicillium decumbens
GCA_028827865.1,Penicillium glabrum
GCA_028828265.1,Penicillium herquei
GCA_022985105.1,Penicillium ochrochloron
GCA_023624835.1,Penicillium oxalicum
GCA_011392555.1,Penicillium rolfsii
GCA_928213465.1,Penicillium sclerotigenum
GCA_911649655.1,Penicillium sclerotiorum
GCA_028829465.1,Penicillium soppii
GCA_028829765.1,Penicillium waksmanii
GCA_027569675.1,Penicillium crystallinum
GCA_910592235.1,Trichophyton soudanense
GCA_029850275.1,Chrysosporium keratinophilum
GCA_008802785.1,Symmetrospora coprosmae
GCA_028974065.1,Penicillium cinerascens
GCA_028828245.1,Penicillium lividum
GCA_028751415.1,Penicillium turbatum
GCA_030035635.1,Penicillium parvum
GCA_020086695.1,Penicillium sumatraense
GCA_013755755.1,Fusarium sp. NRRL 25184
GCA_018410175.1,Penicillium corylophilum
GCA_021018855.1,Cladosporium tenuissimum
GCA_030571575.1,Kazachstania viticola
GCA_005281525.1,Taphrina communis
GCA_003316435.1,Russula virescens
GCA_004369175.1,Coprinellus micaceus
GCA_001599935.1,Holtermannia corniformis
GCA_002105065.1,Naematelia encephala
GCA_018851835.1,Hypsizygus ulmarius
GCA_018851285.1,Lyophyllum semitale
GCA_029289565.1,Mycena galericulata
GCA_003313675.1,Termitomyces heimii
GCA_015039365.1,Amanita rubescens
GCA_003987895.1,Neonothopanus nambi
GCA_025769875.1,Russula earlei
GCA_003315875.1,Lactifluus piperatus
GCA_003315835.1,Lactifluus volemus
GCA_001640685.1,Ceratocystis adiposa
GCA_002925815.1,Thielaviopsis punctulata
GCA_021014935.1,Hygrophoropsis aurantiaca
GCA_016801325.1,Hypholoma fasciculare
GCA_012934285.1,Ophiocordyceps sinensis
GCA_000316135.1,Trachipleistophora hominis
GCA_900162835.1,Sporisorium reilianum f. sp. reilianum
GCA_001889225.1,Mrakia psychrophila
GCA_023509805.1,Fusarium oxysporum f. sp. albedinis
GCA_022702605.1,Microbotryum scabiosae
GCA_001599375.1,Phoma herbarum
GCA_002572855.1,Emmonsia crescens
GCA_002796755.1,Lecanicillium psalliotae
GCA_003332165.1,Cordyceps militaris
GCA_002370835.1,Metschnikowia continentalis
GCA_002374385.1,Metschnikowia borealis
GCA_030564785.1,Metschnikowia hibisci
GCA_002157105.1,Piromyces sp. E2
GCA_011692745.1,Arthroderma uncinatum
GCA_030569915.1,Kluyveromyces nonfermentans
GCA_003708925.3,Kazachstania martiniae
GCA_002286855.1,Bipolaris cookei
GCA_020064725.1,Drechslerella dactyloides
GCA_001021365.1,Stachybotrys chartarum
GCA_018404265.1,Aspergillus viridinutans
GCA_030579635.1,Wickerhamiella australiensis
GCA_003705615.1,Wickerhamiella cacticola
GCA_004125095.1,Wickerhamiella occidentalis
GCA_004124885.1,Starmerella bombicola
GCA_026319405.1,Aspergillus sydowii
GCA_017140785.1,Calonectria pauciramosa
GCA_014898875.1,Fusarium miscanthi
GCA_020543535.1,Coriolopsis trogii
GCA_003316345.1,Tricholoma terreum
GCA_025201675.1,Cunninghamella echinulata
GCA_010232095.1,Malassezia globosa
GCA_001264985.1,Malassezia obtusa
GCA_937901775.1,Malassezia restricta
GCA_001264965.1,Malassezia slooffiae
GCA_900149165.1,Malassezia sympodialis
GCA_900156845.1,Coprinopsis strossmayeri
GCA_014493585.1,Malassezia pachydermatis
GCA_021209685.1,Rosellinia necatrix
GCA_003426235.1,Xylaria polymorpha
GCA_030015455.1,Microsporum ferrugineum
GCA_014898925.1,Fusarium nelsonii
GCA_003707425.3,Kodamaea restingae
GCA_015708815.1,Kodamaea anthophila
GCA_030674215.1,Kodamaea nitidulidarum
GCA_963556305.1,Platismatia glauca
GCA_003385265.1,Neonectria hederae
GCA_917563905.1,Neonectria neomacrospora
GCA_001305495.1,Neonectria ditissima
GCA_012932015.1,Fusarium acutatum
GCA_013623555.1,Fusarium nisikadoi
GCA_013396165.1,Fusarium globosum
GCA_025603085.1,Podila verticillata
GCA_004114325.1,Zoophagus insidians
GCA_003614735.1,Thamnocephalis sphaerospora
GCA_027575765.1,Tieghemiomyces parasiticus
GCA_013186765.1,Fusarium bulbicola
GCA_022457215.2,Leucoagaricus gongylophorus
GCA_013170925.1,Podosphaera leucotricha
GCA_022627015.2,Podosphaera aphanis
GCA_001008055.1,Epichloe bromicola
GCA_023650705.1,Epichloe brachyelytri
GCA_023658535.1,Epichloe glyceriae
GCA_001008265.1,Epichloe sylvatica
GCA_029719445.1,Agaricus blazei
GCA_001630605.1,Pseudogymnoascus pannorum
GCA_027475525.1,Termitomyces albuminosus
GCA_001599555.1,Stachybotrys echinatus
GCA_020746835.1,Stachybotrys elegans
GCA_020085135.1,Stachybotrys microspora
GCA_003314395.1,Albatrellus ellisii
GCA_003314045.1,Hygrophorus pudorinus
GCA_002995315.1,Rhizopogon villosulus
GCA_002995275.1,Rhizopogon vinicolor
GCA_003313805.1,Tricholoma flavovirens
GCA_020232755.1,Phlebopus portentosus
GCA_003316545.1,Pulveroboletus ravenelii
GCA_004920355.1,Colletotrichum higginsianum
GCA_022575935.1,Wolfiporia cocos
GCA_900155495.1,Porogramme epimiltina
GCA_910592095.1,Trichophyton yaoundei
GCA_002157085.1,Melampsora occidentalis
GCA_025558095.1,Hyaloraphidium curvatum
GCA_023630075.1,Trichosporon asahii
GCA_001752605.1,Trichosporon coremiiforme
GCA_001752585.1,Trichosporon faecale
GCA_023628095.1,Apiotrichum brassicae
GCA_001599015.1,Apiotrichum domesticum
GCA_001600335.1,Apiotrichum gracile
GCA_004023515.1,Trichosporon inkin
GCA_001600735.1,Apiotrichum laibachii
GCA_001598995.1,Apiotrichum montevideense
GCA_003116955.1,Cutaneotrichosporon mucoides
GCA_025502615.1,Trichosporon ovoides
GCA_951802195.1,Tausonia pullulans
GCA_022570775.1,Diaporthe eres
GCA_014872985.1,Diaporthe citri
GCA_018360145.1,Claviceps africana
GCA_015832245.1,Nosema granulosis
GCA_003521265.1,Cetradonia linearis
GCA_019650295.1,Cercospora kikuchii
GCA_015585885.1,Penicillium griseoroseum
GCA_027627235.1,Agrocybe chaxingu
GCA_015484485.1,Agrocybe pediades
GCA_023212635.2,Pseudozyma flocculosa
GCA_928872045.1,Moesziomyces antarcticus
GCA_000517465.1,Moesziomyces aphidis
GCA_030568175.1,Zygosaccharomyces lentus
GCA_028456275.1,Ophiosphaerella narmari
GCA_030582955.1,[Candida] tolerans
GCA_030558435.1,Kodamaea kakaduensis
GCA_910592325.1,Scutellospora calospora
GCA_022560015.1,Diplodia mutila
GCA_010094045.1,Didymosphaeria enalia
GCA_014904945.1,Gyrodon lividus
GCA_003314275.1,Chroogomphus rutilus
GCA_021014945.1,Leucogyrophana mollusca
GCA_030347535.1,Cadophora gregata f. sp. sojae
GCA_001700775.1,Cladophialophora carrionii
GCA_001723215.1,Rhinocladiella mackenziei
GCA_003690305.1,Venturia asperata
GCA_014858625.1,Venturia carpophila
GCA_004522655.2,Venturia nashicola
GCA_014898915.1,Fusarium chlamydosporum
GCA_013266165.1,Fusarium graminum
GCA_013623665.1,Fusarium sublunatum
GCA_003325435.1,Rhizopus azygosporus
GCA_002083745.1,Rhizopus microsporus var. microsporus
GCA_003073195.1,Ramalina intermedia
GCA_022963125.1,Ustilago nuda
GCA_001654535.1,Ustilago trichophora
GCA_019923515.1,Rhodotorula kratochvilovae
GCA_920103735.2,Rhodotorula babjevae
GCA_019671115.1,Rhodotorula paludigena
GCA_030983975.1,Rhodotorula sphaerocarpa
GCA_030574275.1,Pichia sporocuriosa
GCA_002995455.1,Rhizopogon fuscorubens
GCA_002995155.1,Rhizopogon parksii
GCA_002162495.1,Myriosclerotinia curreyana
GCA_014898465.1,Botrytis porri
GCA_004786125.1,Botrytis tulipae
GCA_029945375.1,Agaricus subrufescens
GCA_003184365.1,Evernia prunastri
GCA_023184635.1,Umbilicaria deusta
GCA_000611775.1,Umbilicaria muehlenbergii
GCA_023184705.1,Umbilicaria spodochroa
GCA_023645895.1,Umbilicaria vellea
GCA_001983365.1,Amanita bisporigera
GCA_003708205.2,Hyphopichia gotoi
GCA_011316305.1,Rusavskia elegans
GCA_000978885.1,Ceratocystis platani
GCA_029606305.1,Paecilomyces fulvus
GCA_030778385.1,Cordyceps farinosa
GCA_018360255.1,Claviceps maximensis
GCA_001430945.1,Amauroascus niger
GCA_001599675.1,Basipetospora chlamydospora
GCA_018806955.1,Monascus pilosus
GCA_900184055.1,Monascus ruber
GCA_900006255.1,Xeromyces bisporus
GCA_025758675.1,Naganishia antarctica
GCA_014825675.1,Cystofilobasidium ferigula
GCA_030039255.1,Naganishia friedmannii
GCA_014825765.1,Cystofilobasidium macerans
GCA_001599695.1,Phaeotremella skinneri
GCA_900092765.1,Cladophialophora bantiana
GCA_930272055.1,Rhizopogon roseolus
GCA_016098105.1,Actinomortierella wolfii
GCA_025118155.1,Cokeromyces recurvatus
GCA_006680115.1,Rhizopus microsporus var. rhizopodiformis
GCA_002105175.1,Absidia repens
GCA_025330725.1,Chlamydoabsidia padenii
GCA_022457145.1,Colletotrichum magnum
GCA_021527465.2,Geoglossum glabrum
GCA_022814295.1,Icmadophila ericetorum
GCA_011058905.1,Curvularia kusanoi
GCA_029298705.1,Ophiostoma triangulosporum
GCA_026054675.1,Alyxoria varia
GCA_010724135.1,Aspergillus udagawae
GCA_027595865.1,Umbelopsis isabellina
GCA_000950595.1,Mucor ambiguus
GCA_016906435.1,Hericium erinaceus
GCA_001599775.1,Exophiala alcalophila
GCA_003955835.1,Exophiala lecanii-corni
GCA_010883305.1,Exophiala spinifera
GCA_030052785.1,Coniochaeta hoffmannii
GCA_014843535.1,Hortaea werneckii
GCA_019434415.1,Metarhizium acridum
GCA_004332605.1,Steccherinum ochraceum
GCA_030512285.1,Cercophora newfieldiana
GCA_019191205.1,Cladosporium sphaerospermum
GCA_012922715.1,Naganishia adeliensis
GCA_016097275.1,Aspergillus elegans
GCA_027595875.1,Lecanicillium fungicola
GCA_019721835.1,Psilocybe azurescens
GCA_002938375.1,Psilocybe cyanescens
GCA_910591835.1,Acaulospora morrowiae
GCA_015698045.1,Rhizophagus clarus
GCA_002916505.1,Tolypocladium paradoxum
GCA_028827675.1,Penicillium lagena
GCA_009802105.1,Neurospora tetraspora
GCA_013756995.1,Cylindrocarpon cylindroides
GCA_002778095.1,Fragosphaeria purpurea
GCA_023920165.1,Curvularia clavata
GCA_030560575.1,Kodamaea fungicola
GCA_030556545.1,Kodamaea sagamina
GCA_030572255.1,Kodamaea fukazawae
GCA_020796175.1,Fusarium oxysporum f. sp. matthiolae
GCA_019157275.1,Fusarium oxysporum f. sp. raphani
GCA_001455505.1,Leptographium lundbergii
GCA_019925535.1,Leptographium radiaticola
GCA_030567815.1,[Candida] piceae
GCA_003706665.2,Barnettozyma hawaiiensis
GCA_018360135.1,Claviceps sorghi
GCA_001950475.1,Trichoderma koningii
GCA_022660915.1,Eutypa lata
GCA_016758945.1,Mucor plumbeus
GCA_004000055.1,Arthrobotrys flagrans
GCA_007026445.1,Auriculariopsis ampla
