#assembly_accession,organism_name
GCA_002287175.1,Methanobacterium bryantii
GCA_002011255.1,Archaeoglobus sp. JdFR-29
GCA_002010165.1,Archaeoglobus sp. JdFR-30
GCA_002010155.1,Archaeoglobus sp. JdFR-31
GCA_002010195.1,Archaeoglobus sp. JdFR-32
GCA_002010205.1,Archaeoglobus sp. JdFR-33
GCA_002011295.1,Archaeoglobus sp. JdFR-34
GCA_002011315.1,Archaeoglobus sp. JdFR-35
GCA_002010225.1,Archaeoglobus sp. JdFR-36
GCA_002010215.1,Archaeoglobus sp. JdFR-37
GCA_002011335.1,Archaeoglobus sp. JdFR-38
GCA_002010295.1,Archaeoglobus sp. JdFR-39
GCA_002010275.1,Archaeoglobus sp. JdFR-40
GCA_002010285.1,Archaeoglobus sp. JdFR-41
GCA_002009975.1,Thermococcus sp. JdFR-02
GCA_002010305.1,Archaeoglobi archaeon JdFR-42
GCA_002010375.1,Aciduliprofundum sp. JdFR-44
GCA_002011395.1,Aciduliprofundum sp. JdFR-45
GCA_002009965.1,Methanothermococcus sp. JdFR-03
GCA_002010885.1,Candidatus Bathyarchaeota archaeon JdFR-01
GCA_002010925.1,Candidatus Bathyarchaeota archaeon JdFR-04
GCA_002009955.1,Candidatus Bathyarchaeota archaeon JdFR-05
GCA_002010955.1,Candidatus Bathyarchaeota archaeon JdFR-06
GCA_002010975.1,Candidatus Bathyarchaeota archaeon JdFR-07
GCA_002010995.1,Candidatus Bathyarchaeota archaeon JdFR-08
GCA_002011005.1,Candidatus Bathyarchaeota archaeon JdFR-09
GCA_002009985.2,Candidatus Hecatella orcuttiae
GCA_002011075.2,Candidatus Scotarchaeum otlingeri
GCA_002011085.2,Candidatus Geothermarchaeum rappei
GCA_002010065.2,Candidatus Pyrohabitans jungbluthii
GCA_002011115.2,Candidatus Pyrohabitans sp. JdFR-17
GCA_002011125.2,Candidatus Hydrothermarchaeum profundi
GCA_002011055.1,Crenarchaeota archaeon JdFR-12
GCA_002011165.2,Candidatus Mnemosynella biddleae
GCA_002010075.1,Methanomicrobia archaeon JdFR-19
GCA_002010035.1,Methanopyri archaeon JdFR-15
GCA_002011355.1,Thermoplasmatales archaeon JdFR-43
GCA_007135505.1,Halovivax sp.
GCA_002201915.1,Methanopyrus sp. KOL6
GCA_002201895.1,Methanopyrus sp. SNP6
GCA_003568775.1,Candidatus Nanoclepta minutus
GCA_003266085.1,Methanosphaera sp. DEW79
GCA_003266165.1,Methanosphaera sp. rholeuAM270
GCA_003266065.1,Methanosphaera sp. rholeuAM130
GCA_003266075.1,Methanosphaera sp. rholeuAM74
GCA_003266105.1,Methanosphaera sp. rholeuAM6
GCA_016935475.1,Methanosarcinaceae archaeon
GCA_003266145.1,Methanosphaera sp. SHI613
GCA_003266175.1,Methanosphaera sp. SHI1033
GCA_018609805.1,Halovenus sp.
GCA_013407165.1,Nitrosopumilus oxyclinae
GCA_002204655.1,Cuniculiplasma sp. C_DKE
GCA_002204705.1,Thermoplasmatales archaeon B_DKE
GCA_002204695.1,Thermoplasmatales archaeon ARMAN
GCA_020833285.1,Thermofilum sp.
GCA_028275055.1,Haloplanus sp.
GCA_012163165.1,Natronococcus sp. JC468
GCA_905213775.1,uncultured Methanomassiliicoccaceae bacterium
GCA_028275075.1,Halomicroarcula sp.
GCA_013138665.1,Methanococcoides sp.
GCA_030156785.1,Methanohalophilus sp.
GCA_002926195.1,ANME-2 cluster archaeon HR1
GCA_002825465.1,Candidatus Thorarchaeota archaeon MP8T_1
GCA_002825535.1,Candidatus Thorarchaeota archaeon MP9T_1
GCA_002825515.1,Candidatus Thorarchaeota archaeon MP11T_1
GCA_012962415.1,Pyrodictium sp.
GCA_003978665.1,Hyperthermus sp.
GCA_015521195.1,Pyrolobus sp.
GCA_014533965.1,Nitrososphaera sp.
GCA_008709555.1,Thermoplasma sp.
GCA_023544685.1,Halalkalicoccus sp.
GCA_003056265.1,Zestosphaera tikiterensis
GCA_002791855.1,Candidatus Aenigmarchaeota archaeon CG_4_10_14_0_8_um_filter_37_24
GCA_002784265.1,Candidatus Aenigmarchaeota archaeon CG_4_10_14_3_um_filter_37_21
GCA_002782805.1,Candidatus Aenigmarchaeota archaeon CG_4_8_14_3_um_filter_37_24
GCA_002789635.1,Candidatus Aenigmarchaeota archaeon CG_4_9_14_3_um_filter_37_18
GCA_002781145.1,Candidatus Aenigmarchaeota archaeon CG01_land_8_20_14_3_00_37_9
GCA_002781865.1,Candidatus Aenigmarchaeota archaeon CG15_BIG_FIL_POST_REV_8_21_14_020_37_27
GCA_002782745.1,Candidatus Bathyarchaeota archaeon CG_4_8_14_3_um_filter_42_8
GCA_002779555.1,Candidatus Bathyarchaeota archaeon CG07_land_8_20_14_0_80_47_9
GCA_002793375.1,Candidatus Diapherotrites archaeon CG_4_10_14_0_2_um_filter_31_5
GCA_002779075.1,Candidatus Diapherotrites archaeon CG08_land_8_20_14_0_20_30_16
GCA_002779065.1,Candidatus Diapherotrites archaeon CG08_land_8_20_14_0_20_34_12
GCA_002778895.1,Candidatus Diapherotrites archaeon CG09_land_8_20_14_0_10_32_12
GCA_002763225.1,Candidatus Diapherotrites archaeon CG10_big_fil_rev_8_21_14_0_10_31_34
GCA_002762975.1,Candidatus Diapherotrites archaeon CG11_big_fil_rev_8_21_14_0_20_37_9
GCA_002792955.1,Candidatus Micrarchaeota archaeon CG_4_10_14_0_2_um_filter_49_7
GCA_002792935.1,Candidatus Micrarchaeota archaeon CG_4_10_14_0_2_um_filter_55_9
GCA_002792915.1,Candidatus Micrarchaeota archaeon CG_4_10_14_0_2_um_filter_60_11
GCA_002785255.1,Candidatus Micrarchaeota archaeon CG_4_10_14_0_8_um_filter_60_7
GCA_002779685.1,Candidatus Micrarchaeota archaeon CG06_land_8_20_14_3_00_50_6
GCA_002778915.1,Candidatus Micrarchaeota archaeon CG08_land_8_20_14_0_20_49_17
GCA_002763345.1,Candidatus Micrarchaeota archaeon CG08_land_8_20_14_0_20_59_11
GCA_002763275.1,Candidatus Micrarchaeota archaeon CG09_land_8_20_14_0_10_55_25
GCA_002763255.1,Candidatus Micrarchaeota archaeon CG09_land_8_20_14_0_10_60_16
GCA_002778455.1,Candidatus Micrarchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_45_29
GCA_002785565.1,Candidatus Micrarchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_54_18
GCA_002778425.1,Candidatus Micrarchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_59_7
GCA_002763205.1,Candidatus Micrarchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_60_32
GCA_002762955.1,Candidatus Micrarchaeota archaeon CG11_big_fil_rev_8_21_14_0_20_47_5
GCA_002792685.1,Candidatus Pacearchaeota archaeon CG_4_10_14_0_2_um_filter_05_32_18
GCA_002792675.1,Candidatus Pacearchaeota archaeon CG_4_10_14_0_2_um_filter_30_11
GCA_002792655.1,Candidatus Pacearchaeota archaeon CG_4_10_14_0_2_um_filter_31_10
GCA_002792635.1,Candidatus Pacearchaeota archaeon CG_4_10_14_0_2_um_filter_35_33
GCA_002784645.1,Candidatus Pacearchaeota archaeon CG_4_10_14_0_8_um_filter_35_169
GCA_002788575.1,Candidatus Pacearchaeota archaeon CG_4_9_14_0_2_um_filter_30_8
GCA_002788615.1,Candidatus Pacearchaeota archaeon CG_4_9_14_0_2_um_filter_39_13
GCA_002789435.1,Candidatus Pacearchaeota archaeon CG_4_9_14_0_8_um_filter_35_24
GCA_002790875.1,Candidatus Pacearchaeota archaeon CG_4_9_14_3_um_filter_30_11
GCA_002790895.1,Candidatus Pacearchaeota archaeon CG_4_9_14_3_um_filter_31_7
GCA_002790905.1,Candidatus Pacearchaeota archaeon CG_4_9_14_3_um_filter_35_19
GCA_002780285.1,Candidatus Pacearchaeota archaeon CG06_land_8_20_14_3_00_35_12
GCA_002763285.1,Candidatus Pacearchaeota archaeon CG09_land_8_20_14_0_10_30_9
GCA_002763155.1,Candidatus Pacearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_30_48
GCA_002763165.1,Candidatus Pacearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_31_24
GCA_002763115.1,Candidatus Pacearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_31_59
GCA_002763105.1,Candidatus Pacearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_31_9
GCA_002763085.1,Candidatus Pacearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_32_14
GCA_002794195.1,Candidatus Pacearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_32_42
GCA_002794175.1,Candidatus Pacearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_34_12
GCA_002763075.1,Candidatus Pacearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_34_76
GCA_002763035.1,Candidatus Pacearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_35_13
GCA_002794155.1,Candidatus Pacearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_35_219
GCA_002762735.1,Candidatus Pacearchaeota archaeon CG11_big_fil_rev_8_21_14_0_20_30_13
GCA_002792055.1,Candidatus Woesearchaeota archaeon CG_4_10_14_0_2_um_filter_33_10
GCA_002792115.1,Candidatus Woesearchaeota archaeon CG_4_10_14_0_2_um_filter_33_13
GCA_002792075.1,Candidatus Woesearchaeota archaeon CG_4_10_14_0_2_um_filter_57_5
GCA_002784405.1,Candidatus Woesearchaeota archaeon CG_4_10_14_0_8_um_filter_47_5
GCA_002780105.1,Candidatus Woesearchaeota archaeon CG06_land_8_20_14_3_00_33_13
GCA_002779235.1,Candidatus Woesearchaeota archaeon CG07_land_8_20_14_0_80_44_23
GCA_002794135.1,Candidatus Woesearchaeota archaeon CG08_land_8_20_14_0_20_43_7
GCA_002763335.1,Candidatus Woesearchaeota archaeon CG08_land_8_20_14_0_20_47_9
GCA_002762925.1,Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_30_7
GCA_002763025.1,Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_32_24
GCA_002762915.1,Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_32_9
GCA_002762865.1,Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_33_12
GCA_002762835.1,Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_34_12
GCA_002762855.1,Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_34_8
GCA_002762845.1,Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_36_11
GCA_002762795.1,Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_37_12
GCA_002762985.1,Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_44_13
GCA_002762785.1,Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_45_16
GCA_002762765.1,Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_45_5
GCA_002762745.1,Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_47_5
GCA_002762705.1,Candidatus Woesearchaeota archaeon CG11_big_fil_rev_8_21_14_0_20_43_8
GCA_002762695.1,Candidatus Woesearchaeota archaeon CG11_big_fil_rev_8_21_14_0_20_57_5
GCA_002763195.1,Nitrosopumilus sp. CG10_big_fil_rev_8_21_14_0_10_33_7
GCA_002783805.1,archaeon CG_4_8_14_3_um_filter_38_5
GCA_002779795.1,archaeon CG06_land_8_20_14_3_00_37_11
GCA_002763265.1,archaeon CG10_big_fil_rev_8_21_14_0_10_43_11
GCA_002793475.1,archaeon CG_4_10_14_0_2_um_filter_Archaea_38_6
GCA_002779595.1,archaeon CG07_land_8_20_14_0_80_38_8
GCA_002790055.1,Euryarchaeota archaeon CG_4_9_14_3_um_filter_38_12
GCA_002781385.1,Euryarchaeota archaeon CG01_land_8_20_14_3_00_38_12
GCA_002779005.1,Hadesarchaea archaeon CG08_land_8_20_14_0_20_51_8
GCA_002255135.1,Methanosarcinales archaeon ex4484_138
GCA_002254825.2,Methanosarcinales archaeon ex4572_44
GCA_002255125.1,Euryarchaeota archaeon ex4484_162
GCA_002255165.1,Euryarchaeota archaeon ex4484_178
GCA_003019445.1,Candidatus Marsarchaeota G1 archaeon OSP_B
GCA_003019615.1,Candidatus Marsarchaeota G1 archaeon OSP_C
GCA_003019565.1,Candidatus Marsarchaeota G1 archaeon OSP_D
GCA_003019595.1,Candidatus Marsarchaeota G1 archaeon BE_D
GCA_003019545.1,Candidatus Marsarchaeota G2 archaeon OSP_D
GCA_003019435.1,Candidatus Marsarchaeota G2 archaeon BE_D
GCA_003019535.1,Candidatus Marsarchaeota G2 archaeon ECH_B_1
GCA_003019515.1,Candidatus Marsarchaeota G2 archaeon ECH_B_2
GCA_003019475.1,Candidatus Marsarchaeota G2 archaeon ECH_B_3
GCA_003019345.1,Candidatus Marsarchaeota G2 archaeon ECH_B_SAG-M15
GCA_003019485.1,Candidatus Marsarchaeota G2 archaeon ECH_B_SAG-C16
GCA_003019375.1,Candidatus Marsarchaeota G2 archaeon ECH_B_SAG-E12
GCA_003019415.1,Candidatus Marsarchaeota G2 archaeon ECH_B_SAG-F08
GCA_003019335.1,Candidatus Marsarchaeota G2 archaeon ECH_B_SAG-G06
GCA_003019385.1,Candidatus Marsarchaeota G2 archaeon ECH_B_SAG-G16
GCA_018334775.1,Halodesulfurarchaeum sp.
GCA_002855745.1,Thermofilum sp. NZ13
GCA_003056285.1,Candidatus Terraquivivens tikiterensis
GCA_002844195.1,Halegenticoccus soli
GCA_002172575.1,Euryarchaeota archaeon TMED103
GCA_002171315.2,Euryarchaeota archaeon TMED117
GCA_002172375.1,Euryarchaeota archaeon TMED129
GCA_002172355.2,Euryarchaeota archaeon TMED132
GCA_002170075.2,Euryarchaeota archaeon TMED141
GCA_002170935.1,Euryarchaeota archaeon TMED164
GCA_002172185.1,Euryarchaeota archaeon TMED173
GCA_002170775.2,Euryarchaeota archaeon TMED192
GCA_002169555.1,Euryarchaeota archaeon TMED215
GCA_002168805.2,Euryarchaeota archaeon TMED248
GCA_002168725.1,Euryarchaeota archaeon TMED252
GCA_002169405.1,Euryarchaeota archaeon TMED255
GCA_002168385.1,Euryarchaeota archaeon TMED279
GCA_002168355.1,Euryarchaeota archaeon TMED280
GCA_002170365.2,Euryarchaeota archaeon TMED85
GCA_002171445.1,Euryarchaeota archaeon TMED97
GCA_002170315.2,Euryarchaeota archaeon TMED99
GCA_003086325.1,Acidilobus sp. SCGC AC-742_E15
GCA_003086315.1,Acidilobus sp. SCGC AC-742_M05
GCA_003086385.1,Sulfolobus sp. SCGC AB-777_G05
GCA_003086555.1,Sulfolobus sp. SCGC AB-777_G06
GCA_003086375.1,Sulfolobus sp. SCGC AB-777_L09
GCA_003086515.1,Vulcanisaeta sp. SCGC AB-777_J10
GCA_022678495.1,Cuniculiplasma sp.
GCA_030655975.1,Methanocalculus sp.
GCA_007127385.1,Methanosalsum sp.
GCA_020833185.1,Pyrobaculum sp.
GCA_003086535.1,Sulfolobales archaeon SCGC AB-777_J03
GCA_003086575.1,Sulfolobales archaeon SCGC AB-777_K09
GCA_003086495.1,Sulfolobales archaeon SCGC AB-777_K20
GCA_002897955.1,archaeon BMS3Bbin15
GCA_002898035.1,archaeon BMS3Bbin16
GCA_002923215.1,archaeon BMS3Abin16
GCA_002897655.1,archaeon BMS3Abin17
GCA_003315655.1,Methanobrevibacter sp. NOE
GCA_003315675.1,Methanocorpusculum sp. MCE
GCA_002457195.1,Marine Group II euryarchaeote MED-G33
GCA_002457605.1,Marine Group II euryarchaeote MED-G34
GCA_002457155.1,Marine Group II euryarchaeote MED-G35
GCA_002457595.1,Marine Group II euryarchaeote MED-G36
GCA_002457555.1,Marine Group II euryarchaeote MED-G37
GCA_002457145.1,Marine Group II euryarchaeote MED-G38
GCA_002197185.1,Thermococcus sp. 5-4
GCA_002254785.1,ANME-1 cluster archaeon ex4572_4
GCA_005222995.1,Hadesarchaea archaeon B3_Hades
GCA_005222975.1,Candidatus Lokiarchaeota archaeon Loki_b31
GCA_005223125.1,Candidatus Lokiarchaeota archaeon Loki_b32
GCA_005222965.1,Candidatus Woesearchaeota archaeon B3_Woes
GCA_003144275.1,Candidatus Heimdallarchaeota archaeon B3_Heim
GCA_002255055.1,Candidatus Aenigmarchaeota archaeon ex4484_14
GCA_002254545.1,Candidatus Aenigmarchaeota archaeon ex4484_224
GCA_002254415.1,Candidatus Aenigmarchaeota archaeon ex4484_52
GCA_002254685.1,Candidatus Aenigmarchaeota archaeon ex4484_56
GCA_002254565.1,Candidatus Altiarchaeales archaeon ex4484_2
GCA_002254945.1,Candidatus Altiarchaeales archaeon ex4484_43
GCA_002254405.1,Candidatus Altiarchaeales archaeon ex4484_96
GCA_002255025.1,Candidatus Bathyarchaeota archaeon ex4484_135
GCA_002255045.1,Candidatus Bathyarchaeota archaeon ex4484_205
GCA_002254975.1,Candidatus Hecatellales archaeon ex4484_218
GCA_002254965.1,Candidatus Bathyarchaeota archaeon ex4484_231
GCA_002254475.1,Candidatus Bathyarchaeota archaeon ex4484_40
GCA_002254495.1,Candidatus Pacearchaeota archaeon ex4484_26
GCA_002254805.1,Candidatus Pacearchaeota archaeon ex4484_31
GCA_002254395.1,Candidatus Pacearchaeota archaeon ex4484_71
GCA_002255065.1,Desulfurococcales archaeon ex4484_204
GCA_002254745.1,Desulfurococcales archaeon ex4484_217_1
GCA_002254985.1,Desulfurococcales archaeon ex4484_217_2
GCA_002254465.1,Desulfurococcales archaeon ex4484_42
GCA_002254665.1,Desulfurococcales archaeon ex4484_58
GCA_002254485.1,Thermoplasmatales archaeon ex4484_30
GCA_002254765.1,Thermoplasmatales archaeon ex4484_36
GCA_002254385.1,Thermoplasmatales archaeon ex4484_6
GCA_002254885.1,Thermoplasmatales archaeon ex4572_165
GCA_002254595.1,Thermofilum sp. ex4484_15
GCA_002254645.1,Thermofilum sp. ex4484_79
GCA_002254905.1,Thermofilum sp. ex4484_82
GCA_002254865.1,Archaeoglobales archaeon ex4484_92
GCA_002412205.1,Candidatus Geothermarchaeota archaeon ex4572_27
GCA_002254705.1,Candidatus Woesearchaeota archaeon ex4484_78
GCA_002255105.1,Candidatus Wolframiiraptor sp. EX4484-121
GCA_002254895.1,Thermoprotei archaeon ex4572_64
GCA_002841105.1,Candidatus Altiarchaeales archaeon HGW-Altiarchaeales-1
GCA_002841095.1,Candidatus Altiarchaeales archaeon HGW-Altiarchaeales-2
GCA_002842715.1,Candidatus Altiarchaeales archaeon HGW-Altiarchaeales-3
GCA_002841675.1,Euryarchaeota archaeon HGW-Euryarchaeota-1
GCA_002839705.1,Methanobacteriales archaeon HGW-Methanobacteriales-1
GCA_002839685.1,Methanobacteriales archaeon HGW-Methanobacteriales-2
GCA_002839675.1,Methanomicrobiales archaeon HGW-Methanomicrobiales-1
GCA_002839645.1,Methanomicrobiales archaeon HGW-Methanomicrobiales-2
GCA_002839605.1,Methanomicrobiales archaeon HGW-Methanomicrobiales-3
GCA_002839625.1,Methanomicrobiales archaeon HGW-Methanomicrobiales-4
GCA_002839585.1,Methanomicrobiales archaeon HGW-Methanomicrobiales-5
GCA_002839575.1,Methanomicrobiales archaeon HGW-Methanomicrobiales-6
GCA_002839545.1,Candidatus Methanoperedenaceae archaeon HGW-Methanoperedenaceae-1
GCA_002838935.1,Thermoplasmata archaeon HGW-Thermoplasmata-1
GCA_002838995.1,Thermoplasmata archaeon HGW-Thermoplasmata-2
GCA_002791795.1,Candidatus Altarchaeum sp. CG_4_10_14_0_8_um_filter_32_851
GCA_002783845.1,Candidatus Altarchaeum sp. CG_4_8_14_3_um_filter_33_2054
GCA_002789105.1,Candidatus Altarchaeum sp. CG_4_9_14_0_8_um_filter_32_206
GCA_002785505.1,Candidatus Altarchaeum sp. CG03_land_8_20_14_0_80_32_618
GCA_002762655.1,Candidatus Altarchaeum sp. CG12_big_fil_rev_8_21_14_0_65_33_22
GCA_002780595.1,Candidatus Huberarchaeum crystalense
GCA_903821855.1,uncultured Candidatus Woesearchaeota archaeon
GCA_900198835.1,Thermococcus henrietii
GCA_904067545.1,Thermococcus camini
GCA_002356395.1,Methanothermobacter sp. EMTCatA1
GCA_007122875.1,Salinarchaeum sp.
GCA_028276965.1,Metallosphaera sp.
GCA_022014875.1,Vulcanisaeta sp.
GCA_009776675.1,Methanimicrococcus sp.
GCA_002762965.1,Nitrosopumilales archaeon CG11_big_fil_rev_8_21_14_0_20_33_24
GCA_002783425.1,Nitrosopumilales archaeon CG15_BIG_FIL_POST_REV_8_21_14_020_33_23
GCA_002781805.1,Nitrosopumilales archaeon CG15_BIG_FIL_POST_REV_8_21_14_020_37_12
GCA_002784675.1,Nitrosopumilales archaeon CG_4_10_14_0_8_um_filter_34_8
GCA_002788515.1,Nitrosopumilales archaeon CG_4_9_14_0_2_um_filter_34_16
GCA_002789395.1,Nitrosopumilales archaeon CG_4_9_14_0_8_um_filter_34_10
GCA_023269815.1,Thermogladius sp.
GCA_014239085.1,Nitrosopumilus sp.
GCA_003491285.1,Methanobacterium sp. BRmetb2
GCA_003491305.1,Methanobacterium sp. BAmetb5
GCA_903893145.1,Candidatus Bathyarchaeota archaeon
GCA_017607905.1,Candidatus Diapherotrites archaeon
GCA_016874685.1,Euryarchaeota archaeon
GCA_011364945.1,Candidatus Heimdallarchaeota archaeon
GCA_014239585.1,Nanoarchaeota archaeon
GCA_900299125.1,Nitrosopumilales archaeon
GCA_009992265.1,Candidatus Pacearchaeota archaeon
GCA_016871955.1,Nitrososphaerota archaeon
GCA_016932315.1,Candidatus Woesearchaeota archaeon
GCA_018646225.1,Candidatus Nitrosopelagicus sp.
GCA_016180385.1,Nitrosarchaeum sp.
GCA_003116855.1,Desulfurococcaceae archaeon AG1
GCA_026008575.1,Haladaptatus sp. T7
GCA_002286985.1,Halorubrum salipaludis
GCA_012026835.1,Candidatus Methanoperedens sp.
GCA_002487355.1,Candidatus Methanoperedens sp. BLZ2
GCA_007826885.1,Candidatus Nitrosocosmicus arcticus
GCA_002898355.1,archaeon HR01
GCA_002898395.1,Candidatus Calditenuaceae archaeon HR02
GCA_002898595.1,archaeon HR03
GCA_002898655.1,archaeon HR04
GCA_002898445.1,archaeon HR05
GCA_002898815.1,archaeon HR06
GCA_028275005.1,Salinirussus sp.
GCA_021233415.1,Halobacterium litoreum
GCA_002490245.1,Candidatus Bathyarchaeota archaeon B24-2
GCA_003430805.1,Natrarchaeobaculum sulfurireducens
GCA_002906215.1,Candidatus Nitrosocaldus islandicus
GCA_016281925.1,Methanomassiliicoccaceae archaeon
GCA_017883535.1,Methanoregula sp.
GCA_007130175.1,Natronorubrum sp.
GCA_017537685.1,Methanomicrobium sp.
GCA_021023085.1,Methanocella sp. CWC-04
GCA_004297185.1,Methanofollis fontis
GCA_028696365.1,Methanofollis sp.
GCA_004745425.1,Methanolobus halotolerans
GCA_016932935.1,Candidatus Lokiarchaeota archaeon
GCA_021160805.1,Candidatus Odinarchaeota archaeon
GCA_019894665.1,Candidatus Thorarchaeota archaeon
GCA_008122205.1,Natronococcus pandeyae
GCA_002952775.1,Halalkaliarchaeum desulfuricum
GCA_017883965.1,Methanophagales archaeon
GCA_014237135.1,ANME-2 cluster archaeon
GCA_012961625.1,Candidatus Korarchaeota archaeon
GCA_016875485.1,Thermoproteota archaeon
GCA_016782355.1,Candidatus Syntrophoarchaeum sp.
GCA_900248165.1,Candidatus Nitrosocaldus cavascurensis
GCA_017537385.1,Methanocorpusculum sp.
GCA_030756735.1,Caldisphaera sp.
GCA_002899805.1,Fervidicoccus sp.
GCA_015523135.1,Aciduliprofundum sp.
GCA_013824915.1,Nanoarchaeum sp.
GCA_004116405.1,Halegenticoccus tardaugens
GCA_023699475.1,Halomarina rubra
GCA_013331375.1,Candidatus Methanoperedenaceae archaeon
GCA_009831625.1,Halobaculum saliterrae
GCA_017608745.1,Candidatus Parvarchaeota archaeon
GCA_003383015.1,Haloferax sp. Atlit-48N
GCA_003383065.1,Haloferax sp. Atlit-47N
GCA_003383005.1,Haloferax sp. Atlit-24N
GCA_003382985.1,Haloferax sp. Atlit-19N
GCA_003383085.1,Haloferax sp. Atlit-16N
GCA_003383095.1,Haloferax sp. Atlit-12N
GCA_003586325.1,Haloferax sp. Atlit-10N
GCA_003383195.1,Haloferax sp. Atlit-6N
GCA_003383025.1,Haloferax sp. Atlit-4N
GCA_004195645.1,uncultured DHVE6 group euryarchaeote
GCA_023256255.1,Caldivirga sp.
GCA_018609965.1,Haloferacaceae archaeon
GCA_008974855.1,archaeon MnTg01
GCA_013180565.1,ANME-1 cluster archaeon GoMg3.2
GCA_012979255.1,ANME-1 cluster archaeon GoMg4
GCA_013180585.1,ANME-1 cluster archaeon GoMg2
GCA_013180605.1,ANME-1 cluster archaeon GoMg1
GCA_009903405.1,ANME-1 cluster archaeon AG-394-G06
GCA_009903435.1,ANME-1 cluster archaeon AG-394-G21
GCA_004310395.1,Methanofervidicoccus abyssi
GCA_016932215.1,Candidatus Aenigmarchaeota archaeon
GCA_003552845.1,Methanocalculaceae archaeon
GCA_003552325.1,Natrialbaceae archaeon
GCA_003205235.1,Thermoplasma sp. Kam2015
GCA_003555245.1,candidate division MSBL1 archaeon
GCA_017610165.1,Candidatus Nanohaloarchaeota archaeon
GCA_012797855.1,Candidatus Methanofastidiosa archaeon
GCA_019694635.1,Methanobacteriaceae archaeon
GCA_004212035.1,Methanonatronarchaeia archaeon
GCA_032248915.1,Saccharolobus sp.
GCA_009392915.1,Candidatus Forterrea multitransposorum CG_2015-17_Forterrea_25_41
GCA_025934495.1,Candidatus Nitrosocosmicus sp.
GCA_014078545.1,Nitrosopumilus sp. b1
GCA_014078535.1,Nitrosopumilus sp. b2
GCA_014078525.1,Nitrosopumilus sp. b3
GCA_946220885.1,uncultured Nitrososphaeraceae archaeon
GCA_003034855.1,archaeon SCG-AAA382B04
GCA_006864335.1,Haloferax sp. wsp5
GCA_004137855.1,Methanohalophilus profundi
GCA_027063185.1,Methanocaldococcus sp.
GCA_003282115.1,marine archaeum AG-339-F18
GCA_003279245.1,marine archaeum AG-341-O08
GCA_003283185.1,marine archaeum AG-323-C04
GCA_009900715.1,Halococcus salsus
GCA_017610365.1,Candidatus Poseidoniales archaeon
GCA_016782195.1,Nitrososphaeraceae archaeon
GCA_028345155.1,Marine Group III euryarchaeote
GCA_019880245.1,Halobaculum roseum
GCA_017883495.1,Methanomicrobiales archaeon
GCA_007135435.1,Natronomonas sp.
GCA_022759385.1,Desulfurococcaceae archaeon
GCA_023702065.1,Methanoculleus sp. CWC-02
GCA_007050055.1,Sulfolobus sp. A20-N-G8
GCA_007050045.1,Sulfolobus sp. A20-N-F8
GCA_007050065.1,Sulfolobus sp. A20-N-F6
GCA_007050095.1,Sulfolobus sp. D5
GCA_007050085.1,Sulfolobus sp. B5
GCA_007050145.1,Sulfolobus sp. E5
GCA_007050175.1,Sulfolobus sp. C3
GCA_007050185.1,Sulfolobus sp. F3
GCA_007050165.1,Sulfolobus sp. E3
GCA_007050195.1,Sulfolobus sp. B1
GCA_007050235.1,Sulfolobus sp. F1
GCA_007050255.1,Sulfolobus sp. E1
GCA_013867205.1,Nitrosopumilaceae archaeon
GCA_009184555.1,Halosegnis rubeus
GCA_009663395.1,Halosegnis longus
GCA_003605575.1,Halonotius aquaticus
GCA_005239135.1,Natronomonas salsuginis
GCA_005191415.1,Candidatus Helarchaeota ASGARD archaeon Hel_GB_A
GCA_005191425.1,Candidatus Helarchaeota ASGARD archaeon Hel_GB_B
GCA_003226235.1,Halogeometricum sp. wsp3
GCA_903829435.1,uncultured Candidatus Micrarchaeota archaeon
