GRCh38,"NC_000001.11 Homo sapiens chromosome 1, GRCh38.p14 Primary Assembly"
GCA_000260215.2,"JH658799.1 Fusarium oxysporum f. sp. conglutinans race 2 54008 unplaced genomic scaffold supercont1.1, whole genome shotgun sequence"
GCA_000260235.2,"JH658362.1 Fusarium oxysporum f. sp. raphani 54005 unplaced genomic scaffold supercont1.1, whole genome shotgun sequence"
GCA_000260495.2,"JH659329.1 Fusarium oxysporum f. sp. melonis 26406 unplaced genomic scaffold supercont1.1, whole genome shotgun sequence"
GCA_000260735.1,"DG000037.1 Saccharomyces cerevisiae Kyokai no. 7 (K7) DNA, chromosome I scaffold, whole genome shotgun sequence"
GCA_000261425.2,"KL650041.1 Cladosporium sphaerospermum UM 843 unplaced genomic scaffold scaffold1, whole genome shotgun sequence"
GCA_000261445.1,"AIID01000001.1 Daldinia eschscholzii UM1020 De_111348, whole genome shotgun sequence"
GCA_000262775.1,"AHGX01000001.1 Ganoderma lucidum Xiangnong No.1 contig_1, whole genome shotgun sequence"
GCA_000263175.2,"AJMS01011436.1 Pleosporales sp. UM 1110 Ple_99998, whole genome shotgun sequence"
GCA_000263375.1,"JH668223.1 Wallemia sebi CBS 633.66 unplaced genomic scaffold WALSEscaffold_1, whole genome shotgun sequence"
GCA_000264905.1,"JH687379.1 Stereum hirsutum FP-91666 SS1 unplaced genomic scaffold STEHIscaffold_1, whole genome shotgun sequence"
GCA_000264995.1,"JH687538.1 Punctularia strigosozonata HHB-11173 SS5 unplaced genomic scaffold PUNSTscaffold_1, whole genome shotgun sequence"
GCA_000265015.1,"JH687733.1 Auricularia subglabra TFB-10046 SS5 unplaced genomic scaffold AURDEscaffold_1, whole genome shotgun sequence"
GCA_000269785.2,"AKHY01000001.1 Aspergillus oryzae 3.042 Contig9, whole genome shotgun sequence"
GCA_000269885.1,"CM001522.1 Saccharomyces cerevisiae CEN.PK113-7D chromosome I, whole genome shotgun sequence"
GCA_000271565.1,"JH711484.1 Ganoderma lucidum G.260125-1 unplaced genomic scaffold GaLu96scf_1, whole genome shotgun sequence"
GCA_000271585.1,"JH711783.1 Trametes versicolor FP-101664 SS1 unplaced genomic scaffold TRAVEscaffold_1, whole genome shotgun sequence"
GCA_000271605.1,"JH717967.1 Fomitiporia mediterranea MF3/22 unplaced genomic scaffold FOMMEscaffold_1, whole genome shotgun sequence"
GCA_000271625.1,"JH711573.1 Coniophora puteana RWD-64-598 SS2 unplaced genomic scaffold CONPUscaffold_1, whole genome shotgun sequence"
GCA_000271645.1,"JH711528.1 Tremella mesenterica DSM 1558 unplaced genomic scaffold TREMEscaffold_1, whole genome shotgun sequence"
GCA_000271705.2,"JH717896.1 Fusarium oxysporum Fo47 unplaced genomic scaffold supercont1.1, whole genome shotgun sequence"
GCA_000271745.2,"JH717839.1 Fusarium oxysporum NRRL 32931 unplaced genomic scaffold supercont1.1, whole genome shotgun sequence"
GCA_000275665.1,"CM001539.1 Saccharomyces cerevisiae YJSH1 chromosome I, whole genome shotgun sequence"
GCA_000275845.1,"JH719397.1 Dichomitus squalens LYAD-421 SS1 unplaced genomic scaffold DICSQscaffold_1, whole genome shotgun sequence"
GCA_000277815.3,"CP002713.1 Encephalitozoon hellem ATCC 50504 chromosome I, complete sequence"
GCA_000278405.1,"AKXN01000001.1 Aspergillus oryzae AS 3.951 contigs_115, whole genome shotgun sequence"
GCA_000278425.1,"AKXL01000001.1 Aspergillus oryzae AS 3.863 contigs_115, whole genome shotgun sequence"
GCA_000280035.2,"CP003518.1 Encephalitozoon romaleae SJ-2008 chromosome I, complete sequence"
GCA_000280675.1,"JH725150.1 Beauveria bassiana ARSEF 2860 unplaced genomic scaffold BBA_S00001, whole genome shotgun sequence"
GCA_000280825.1,"AKKO01000001.1 Clarireedia homoeocarpa LT30 contig00986, whole genome shotgun sequence"
GCA_000281105.1,"JH767554.1 Coniosporium apollinis CBS 100218 chromosome Unknown supercont1.1, whole genome shotgun sequence"
GCA_000286515.1,"ALNQ01000001.1 Pichia kudriavzevii M12 contig1, whole genome shotgun sequence"
GCA_000287895.1,"ALJS01000001.1 Saccharomyces pastorianus CCY48 - 91 contig00001, whole genome shotgun sequence"
GCA_000291705.1,"JH792473.1 Mycosphaerella populicola P02.02b unplaced genomic scaffold sPop_v1_scaffold00001, whole genome shotgun sequence"
GCA_000292585.1,"JH792835.1 Magnaporthe oryzae Y34 unplaced genomic scaffold Y34_scaffold00292, whole genome shotgun sequence"
GCA_000292605.2,CP114135.1 Pyricularia oryzae P131 chromosome I
GCA_000292625.1,"JH795855.1 Dacryopinax primogenitus strain DJM-731 SS1 chromosome Unknown DACRYscaffold_1, whole genome shotgun sequence"
GCA_000292645.1,"JH795954.1 Botryotinia fuckeliana T4 unplaced genomic scaffold BcT4_SuperContig_O_V3__V4, whole genome shotgun sequence"
GCA_000292665.1,"AIET01000001.1 Fungal sp. EF0021 contig00001, whole genome shotgun sequence"
GCA_000292725.1,"CM001563.1 Saccharomyces arboricola H-6 chromosome I, whole genome shotgun sequence"
GCA_000292815.1,"CM001806.1 Saccharomyces cerevisiae W303 chromosome I, whole genome shotgun sequence"
GCA_000293215.1,"JH977534.1 Trichosporon asahii var. asahii CBS 2479 unplaced genomic scaffold scaffold00001, whole genome shotgun sequence"
GCA_000294735.1,"AMCU01000001.1 Aureobasidium pullulans AY4 contig1, whole genome shotgun sequence"
GCA_000296255.1,"JH814812.1 Omphalotus olearius VT 653.13 unplaced genomic scaffold scaffold_1, whole genome shotgun sequence"
GCA_000298775.1,"JH921428.1 Drepanopeziza brunnea f. sp. 'multigermtubi' MB_m1 unplaced genomic scaffold M6_S00001, whole genome shotgun sequence"
GCA_000299195.2,"KQ039398.1 Kluyveromyces marxianus var. marxianus KCTC 17555 unplaced genomic scaffold KM1_scaffold1, whole genome shotgun sequence"
GCA_000299215.2,"JH924904.1 Trichosporon asahii var. asahii CBS 8904 unplaced genomic scaffold scaffold00001, whole genome shotgun sequence"
GCA_000300555.1,"JH971385.1 Agaricus bisporus var. burnettii JB137-S8 unplaced genomic scaffold AGABI1scaffold_1, whole genome shotgun sequence"
GCA_000300575.2,"CP015457.1 Agaricus bisporus var. bisporus H97 chromosome 1, partial sequence"
GCA_000300595.1,"JH930468.1 Phanerochaete carnosa HHB-10118-sp unplaced genomic scaffold PHACAscaffold_1, whole genome shotgun sequence"
GCA_000301015.1,"AMRR01000914.1 Fulvia fulva CBS 131901 ctg7180000082537, whole genome shotgun sequence"
GCA_000301155.1,"JH932306.1 Ajellomyces dermatitidis ATCC 18187 unplaced genomic scaffold supercont1.1, whole genome shotgun sequence"
GCA_000302655.1,"AHHD01000001.1 Macrophomina phaseolina MS6 contig00001, whole genome shotgun sequence"
GCA_000303195.2,"CM003198.1 Fusarium pseudograminearum CS3096 chromosome 1, whole genome shotgun sequence"
GCA_000304155.1,"AMDC01000001.1 Candida orthopsilosis AY2 contig1, whole genome shotgun sequence"
GCA_000304475.1,"HE650821.1 Kazachstania africana CBS 2517 chromosome 1, complete genome"
GCA_000308935.1,"AMDD01000001.1 Saccharomyces cerevisiae ZTW1 contig001, whole genome shotgun sequence"
GCA_000308955.1,"AMDI01000001.1 Epichloe typhina E8 contig00001, whole genome shotgun sequence"
GCA_000309355.1,"AMDK01000001.1 Epichloe gansuensis var. inebrians E818 contig00001, whole genome shotgun sequence"
GCA_000312925.2,"HE965033.1 Taphrina deformans PYCC 5710 genomic scaffold, scaffold00002, whole genome shotgun sequence"
GCA_000313325.1,"AMXR01000001.1 Histoplasma capsulatum var. capsulatum Tmu contig_1, whole genome shotgun sequence"
GCA_000313505.1,"CAHV01000267.1 Pachysolen tannophilus NRRL Y-2460 WGS project CAHV00000000 data, contig 99, whole genome shotgun sequence"
GCA_000313525.1,"HE797486.1 Fibroporia radiculosa TFFH 294 genomic supercontigs, scaffold7499, whole genome shotgun sequence"
GCA_000313815.1,"CAIR01000001.1 Anncaliia algerae WGS project CAIR00000000 data, strain Undeen, contig KI0ALA13YN08FM1, whole genome shotgun sequence"
GCA_000315175.1,"AMYF01000001.1 Herpotrichiellaceae sp. UM238 contig1, whole genome shotgun sequence"
GCA_000315255.1,"KB205952.1 Fusarium fujikuroi B14 unplaced genomic scaffold KF1_scaffold1, whole genome shotgun sequence"
GCA_000315335.1,"AMDJ01000001.1 Epichloe elymi E56 contig00001, whole genome shotgun sequence"
GCA_000315645.2,"JH993634.1 Penicillium digitatum Pd1 unplaced genomic scaffold Scaffold_1, whole genome shotgun sequence"
GCA_000315665.1,"JH993687.1 Penicillium digitatum PHI26 unplaced genomic scaffold Scaffold_1, whole genome shotgun sequence"
GCA_000315875.1,"HE681719.1 Candida orthopsilosis Co 90-125, chromosome 1 draft sequence"
GCA_000315895.1,FO082059.1 Millerozyma farinosa CBS 7064 chromosome A complete sequence
GCA_000315915.1,"HE806316.1 Tetrapisispora blattae CBS 6284 chromosome 1, complete genome"
GCA_000315935.1,"ANHP01000001.1 Thermomyces lanuginosus SSBP contig00176, whole genome shotgun sequence"
GCA_000316135.1,"JH993798.1 Trachipleistophora hominis chromosome Unknown scaffold00001, whole genome shotgun sequence"
GCA_000317355.2,"ANFW02000074.1 Metschnikowia fructicola 277 unitig_0, whole genome shotgun sequence"
GCA_000317715.1,"KB209920.1 Ophiostoma novo-ulmi subsp. novo-ulmi H327 unplaced genomic scaffold scaffold00005, whole genome shotgun sequence"
GCA_000319635.2,"ANPB02000001.1 Colletotrichum fructicola Nara gc5 KSG_Nara_v1_contig01, whole genome shotgun sequence"
GCA_000320565.2,"KB456260.1 Sphaerulina musiva SO2202 unplaced genomic scaffold SEPMUscaffold_1, whole genome shotgun sequence"
GCA_000320585.2,"KI925454.1 Heterobasidion irregulare TC 32-1 unplaced genomic scaffold scaffold_01, whole genome shotgun sequence"
GCA_000320605.2,"KB445791.1 Ceriporiopsis subvermispora B unplaced genomic scaffold CERSUscaffold_1, whole genome shotgun sequence"
GCA_000320785.2,"KB722642.1 Rhodosporidium toruloides NP11 unplaced genomic scaffold Scaffold1, whole genome shotgun sequence"
GCA_000320905.1,"BAEZ01000200.1 Aspergillus oryzae RIB326 DNA, contig: AO326DNV_00200, whole genome shotgun sequence"
GCA_000325505.1,"ANKS01000001.1 Rhizopus microsporus var. chinensis CCTCC M201021 scaffold1, whole genome shotgun sequence"
GCA_000325965.1,"ADVV01000004.1 Saccharomyces cerevisiae Lalvin QA23 chromosome I QA23_c1_4, whole genome shotgun sequence"
GCA_000326005.1,"AEEZ01000003.1 Saccharomyces cerevisiae FostersO chromosome I FOSTERSO_c1_3, whole genome shotgun sequence"
GCA_000326105.1,"AGVY01000003.1 Saccharomyces cerevisiae x Saccharomyces kudriavzevii VIN7 chromosome ScI VIN7_c12_3, whole genome shotgun sequence"
GCA_000328385.1,"DG000065.1 Cyberlindnera jadinii NBRC 0988 DNA, chromosome: 1, whole genome shotgun sequence"
GCA_000328475.2,"CM003140.1 Ustilago maydis 521 chromosome 1, whole genome shotgun sequence"
GCA_000328965.1,"KB205939.1 Ascocoryne sarcoides NRRL 50072 unplaced genomic scaffold scaffold00001, whole genome shotgun sequence"
GCA_000331835.2,"KQ479111.1 Trichoderma hamatum GD12 unplaced genomic scaffold scf_32592_1, whole genome shotgun sequence"
GCA_000332775.1,"KB290581.1 Trichoderma longibrachiatum SMF2 unplaced genomic scaffold scaffold001, whole genome shotgun sequence"
GCA_000333975.2,"CAKM01000355.1 Pneumocystis jirovecii WGS project CAKM00000000 data, strain SE8, contig 355, whole genome shotgun sequence"
GCA_000334475.1,"DF196768.1 Pseudozyma antarctica T-34 DNA, contig: scaffold00002, whole genome shotgun sequence"
GCA_000338015.2,"BACB01000001.1 Ganoderma multipileum BCRC 37180 DNA, contig: contig00001, whole genome shotgun sequence"
GCA_000338035.1,"BACH01003275.1 Ganoderma lucidum BCRC 37177 DNA, contig: contig03969, whole genome shotgun sequence"
GCA_000338955.1,"KB445550.1 Baudoinia panamericana UAMH 10762 unplaced genomic scaffold BAUCOscaffold_1, whole genome shotgun sequence"
GCA_000338975.1,"KB445569.1 Cochliobolus heterostrophus C5 unplaced genomic scaffold COCHEscaffold_1, whole genome shotgun sequence"
GCA_000338995.1,"KB445637.1 Cochliobolus sativus ND90Pr unplaced genomic scaffold COCSAscaffold_1, whole genome shotgun sequence"
GCA_000340195.1,"KB446535.1 Dothistroma septosporum NZE10 unplaced genomic scaffold DOTSEscaffold_1, whole genome shotgun sequence"
GCA_000340215.1,"KB446555.1 Pseudocercospora fijiensis CIRAD86 unplaced genomic scaffold MYCFIscaffold_1, whole genome shotgun sequence"
GCA_000340765.1,"KB454452.1 Dekkera bruxellensis CBS 2499 unplaced genomic scaffold DEKBRscaffold_1, whole genome shotgun sequence"
GCA_000342525.1,"AORQ01000001.1 Puccinia striiformis f. sp. tritici PST43 PST43_CLC_contigs_v2.1_contig1, whole genome shotgun sequence"
GCA_000342545.1,"AORR01000001.1 Puccinia striiformis f. sp. tritici PST21 PST21_CLC_contigs_v2.1_contig1, whole genome shotgun sequence"
GCA_000342565.1,"AORS01000001.1 Puccinia striiformis f. sp. tritici 08/21 PST0821_CLC_contigs_v1.1_contig1, whole genome shotgun sequence"
GCA_000342625.1,"AORT01000001.1 Puccinia striiformis f. sp. tritici 87/7 PST877_CLC_contigs_v1.1_contig2, whole genome shotgun sequence"
GCA_000344635.1,"KB467831.1 Wolfiporia cocos MD-104 SS10 unplaced genomic scaffold WOLCOscaffold_1, whole genome shotgun sequence"
GCA_000344655.2,"KE504122.1 Fomitopsis schrenkii unplaced genomic scaffold FOMPIscaffold_1, whole genome shotgun sequence"
GCA_000344685.1,"KB469296.1 Gloeophyllum trabeum ATCC 11539 unplaced genomic scaffold GLOTRscaffold_00001, whole genome shotgun sequence"
GCA_000344705.1,"AOGT01000001.1 Candida maltosa Xu316 contig4_scaffold2, whole genome shotgun sequence"
GCA_000346795.1,"KB644408.1 Penicillium oxalicum 114-2 unplaced genomic scaffold scaffold_1, whole genome shotgun sequence"
GCA_000347355.1,"CAGA01000191.1 Claviceps purpurea 20.1 WGS project CAGA00000000 data, contig scaffold00051, whole genome shotgun sequence"
GCA_000347475.1,"AOTG01000001.1 Penicillium paxilli ATCC 26601 contig1_0, whole genome shotgun sequence"
GCA_000347735.1,"ANSM01000001.1 Cercospora canescens BHU NODE_1, whole genome shotgun sequence"
GCA_000348985.1,"HE978314.1 Kazachstania naganishii CBS 8797 chromosome 1, complete genome"
GCA_000349005.2,"AFWA02000001.1 Pneumocystis murina B123 supercont1.1, whole genome shotgun sequence"
GCA_000349305.2,"HE999549.1 Malassezia sympodialis ATCC 42132 genomic scaffold, msy_sf_1, whole genome shotgun sequence"
GCA_000349385.1,"KB705339.1 Eutypa lata UCREL1 unplaced genomic scaffold EL1_03_scaffold_1, whole genome shotgun sequence"
GCA_000349525.1,"KB707673.1 Botryotinia fuckeliana BcDW1 unplaced genomic scaffold Scaffold_1, whole genome shotgun sequence"
GCA_000349905.1,"KB722736.1 Volvariella volvacea V23 unplaced genomic scaffold VVO_S00001, whole genome shotgun sequence"
GCA_000350065.2,"AMCV02000001.1 Colletotrichum orbiculare MAFF 240422 strain 104-T KSG_Cob_v1_scaffold0001, whole genome shotgun sequence"
GCA_000354255.1,"KB733444.1 Bipolaris maydis ATCC 48331 unplaced genomic scaffold COCC4scaffold_1, whole genome shotgun sequence"
GCA_000355865.1,"ANCH01000001.1 Volvariella volvacea PYd21 contig1, whole genome shotgun sequence"
GCA_000359685.2,"AOUM02000001.1 Pyrenochaeta sp. UM 256 Pyreno_scaffold00001, whole genome shotgun sequence"
GCA_000359705.1,"KB908481.1 Setosphaeria turcica Et28A unplaced genomic scaffold SETTUscaffold_1, whole genome shotgun sequence"
GCA_000365045.1,"KB822804.1 Saccharomyces cerevisiae M3707 unplaced genomic scaffold C395scaffold_1, whole genome shotgun sequence"
GCA_000365065.1,"KB822858.1 Saccharomyces cerevisiae M3836 unplaced genomic scaffold C396scaffold_1, whole genome shotgun sequence"
GCA_000365085.1,"KB822910.1 Saccharomyces cerevisiae M3837 unplaced genomic scaffold C397scaffold_1, whole genome shotgun sequence"
GCA_000365105.1,"KB822770.1 Saccharomyces cerevisiae M3838 unplaced genomic scaffold C398scaffold_1, whole genome shotgun sequence"
GCA_000365125.1,"KB822726.1 Saccharomyces cerevisiae M3839 unplaced genomic scaffold C399scaffold_1, whole genome shotgun sequence"
GCA_000365145.2,"KB822711.1 Cyphellophora europaea CBS 101466 unplaced genomic scaffold supercont1.1, whole genome shotgun sequence"
GCA_000365165.2,"KB822697.1 Cladophialophora carrionii CBS 160.54 unplaced genomic scaffold supercont1.1, whole genome shotgun sequence"
GCA_000372705.1,"KB853084.1 Cerataphis brasiliensis yeast-like symbiont unplaced genomic scaffold YLSCB_617807, whole genome shotgun sequence"
GCA_000376685.2,"KK214814.1 Magnaporthe oryzae KJ201 unplaced genomic scaffold Scaffold_1, whole genome shotgun sequence"
GCA_000376765.1,"AOCH01000001.1 Pyricularia oryzae 4091-5-8 Contig_1, whole genome shotgun sequence"
GCA_000382605.1,"ANIS01000001.1 Leucoagaricus gongylophorus Ac12 contig00001, whole genome shotgun sequence"
GCA_000382785.1,"AOTE01000001.1 Phyllosticta citricarpa CGMCC3.14348 contig1, whole genome shotgun sequence"
GCA_000383025.1,"KB908888.1 Penicillium decumbens JU-A10-T unplaced genomic scaffold scaffold_1, whole genome shotgun sequence"
GCA_000383075.1,"KB908909.1 Nosema bombycis CQ1 unplaced genomic scaffold NBO_1, whole genome shotgun sequence"
GCA_000385595.1,"KB915639.1 Neofusicoccum parvum UCRNP2 chromosome Unknown NP2_03_scaffold_1, whole genome shotgun sequence"
GCA_000385855.2,"KK358017.1 Anncaliia algerae PRA109 unplaced genomic scaffold supercont4.1, whole genome shotgun sequence"
GCA_000385875.2,"KK365130.1 Anncaliia algerae PRA339 unplaced genomic scaffold supercont2.1, whole genome shotgun sequence"
GCA_000389695.3,"APWK03000001.1 Ceratocystis fimbriata CBS 114723 scaffold1, whole genome shotgun sequence"
GCA_000392275.1,"KB932774.1 Togninia minima UCRPA7 unplaced genomic scaffold PA7_03_scaffold_1, whole genome shotgun sequence"
GCA_000400465.1,"KE007224.1 Wallemia ichthyophaga EXF-994 unplaced genomic scaffold scaffold1, whole genome shotgun sequence"
GCA_000400815.2,"CP009075.1 Verticillium dahliae JR2 chromosome 1, complete sequence"
GCA_000401635.1,"KE123896.1 Mucor circinelloides f. circinelloides 1006PhL unplaced genomic scaffold supercont1.1, whole genome shotgun sequence"
GCA_000401675.1,"AOLT01000001.1 Blumeria hordei A6 471_R1_dec_2011_trimmed_contig_10, whole genome shotgun sequence"
GCA_000403515.1,"DF238764.1 Pseudozyma hubeiensis SY62 DNA, scaffold: PHS1, whole genome shotgun sequence"
GCA_000409485.1,"KE145352.1 Glarea lozoyensis ATCC 20868 chromosome Unknown GLAREA1, whole genome shotgun sequence"
GCA_000410735.1,"KE148146.1 Ophiostoma piceae UAMH 11346 chromosome Unknown scf01, whole genome shotgun sequence"
GCA_000410855.1,"APWW01000001.1 Clavispora lusitaniae MTCC 1001 sctg_0001_0001, whole genome shotgun sequence"
GCA_000410955.1,"AIJO01000001.1 Hortaea werneckii EXF-2000 contig45_0, whole genome shotgun sequence"
GCA_000411695.4,"AOSW04000001.1 Pochonia chlamydosporia 123 scf_30583_1, whole genome shotgun sequence"
GCA_000412225.2,"CP006020.1 Saccharomycetaceae sp. 'Ashbya aceri' chromosome I, complete sequence"
